latitude,longitude,postal_fsa,delivery_city,total_sales
43.709947,-79.584866,M9W,Etobicoke,1833.14
43.640497,-79.393883,M5V,Toronto,1212.52
43.617902,-79.510480,M8Z,Etobicoke,1644.42
43.665547,-79.324513,M4L,Toronto,1779.59
43.626043,-79.493071,M8Y,Etobicoke,2380.37
43.715816,-79.587580,M9W,Etobicoke,1120.19
43.668824,-79.741380,L6Y,Brampton,1304.18
43.662780,-79.435166,M6H,Toronto,1299.56
43.632213,-79.494689,M8Y,Etobicoke,2648.83
43.710829,-79.585043,M9W,Etobicoke,2584.07
43.670909,-79.317918,M4L,Toronto,1912.19
43.700000,-79.636354,L4T,Mississauga,2779.17
43.656471,-79.437556,M6H,Toronto,1749.93
43.662708,-79.439388,M6H,Toronto,1722.27
43.624593,-79.518382,M8Z,Etobicoke,1880.98
43.706437,-79.643299,L4T,Mississauga,2527.67
43.668829,-79.744532,L6Y,Brampton,1394.53
43.717607,-79.587108,M9W,Etobicoke,1102.76
43.663305,-79.317725,M4L,Toronto,1685.84
43.668468,-79.741779,L6Y,Brampton,1747.68
43.802294,-79.321789,M1W,Scarborough,1404.96
43.670820,-79.742006,L6Y,Brampton,1718.23
43.666923,-79.316427,M4L,Toronto,1525.30
43.804191,-79.317230,M1W,Scarborough,2094.97
43.664033,-79.439771,M6H,Toronto,2177.51
43.597648,-79.641546,L5B,Mississauga,1455.42
43.663219,-79.430709,M6H,Toronto,2566.24
43.803237,-79.323389,M1W,Scarborough,1879.75
43.649654,-79.393575,M5V,Toronto,1982.80
43.629569,-79.494311,M8Y,Etobicoke,1351.34
43.704562,-79.642528,L4T,Mississauga,1202.10
43.802340,-79.323300,M1W,Scarborough,2453.62
43.708921,-79.644334,L4T,Mississauga,1873.11
43.801547,-79.318870,M1W,Scarborough,1848.75
43.622419,-79.513071,M8Z,Etobicoke,3027.39
43.626106,-79.517111,M8Z,Etobicoke,1874.19
43.805700,-79.319190,M1W,Scarborough,1775.59
43.625765,-79.518049,M8Z,Etobicoke,1923.37
43.669720,-79.745659,L6Y,Brampton,1769.74
43.702292,-79.638709,L4T,Mississauga,1850.83
43.662029,-79.436762,M6H,Toronto,1230.60
43.617800,-79.520012,M8Z,Etobicoke,2412.89
43.642765,-79.398208,M5V,Toronto,1860.26
43.618867,-79.518284,M8Z,Etobicoke,1374.40
43.662384,-79.434518,M6H,Toronto,1976.17
43.718471,-79.590256,M9W,Etobicoke,1823.78
43.644902,-79.391973,M5V,Toronto,2008.18
43.596422,-79.639532,L5B,Mississauga,1430.54
43.716796,-79.592369,M9W,Etobicoke,1180.63
43.631746,-79.501522,M8Y,Etobicoke,2387.39
43.801261,-79.321808,M1W,Scarborough,3273.59
43.656830,-79.437060,M6H,Toronto,2380.92
43.621416,-79.514986,M8Z,Etobicoke,2527.12
43.663540,-79.435416,M6H,Toronto,2558.07
43.646513,-79.399110,M5V,Toronto,2555.85
43.701015,-79.642891,L4T,Mississauga,2069.03
43.663244,-79.437537,M6H,Toronto,1785.11
43.592579,-79.645064,L5B,Mississauga,1610.33
43.799187,-79.317034,M1W,Scarborough,1313.98
43.800417,-79.316341,M1W,Scarborough,2523.60
43.670134,-79.323307,M4L,Toronto,1197.92
43.649338,-79.395720,M5V,Toronto,1470.22
43.708157,-79.639543,L4T,Mississauga,1674.41
43.644218,-79.390232,M5V,Toronto,1510.33
43.709399,-79.584678,M9W,Etobicoke,2169.55
43.593261,-79.644425,L5B,Mississauga,1889.66
43.642015,-79.398821,M5V,Toronto,1571.40
43.709608,-79.591144,M9W,Etobicoke,2394.68
43.714807,-79.590597,M9W,Etobicoke,2369.32
43.588187,-79.646867,L5B,Mississauga,1984.05
43.658857,-79.431023,M6H,Toronto,1434.47
43.619009,-79.514002,M8Z,Etobicoke,1968.14
43.802794,-79.320164,M1W,Scarborough,2057.17
43.659926,-79.439443,M6H,Toronto,1149.66
43.703605,-79.639021,L4T,Mississauga,2127.03
43.591806,-79.645429,L5B,Mississauga,2331.29
43.669123,-79.323818,M4L,Toronto,2331.53
43.670440,-79.320464,M4L,Toronto,1360.35
43.647447,-79.400162,M5V,Toronto,1805.75
43.659831,-79.435875,M6H,Toronto,1340.03
43.671550,-79.742386,L6Y,Brampton,1390.93
43.713042,-79.584666,M9W,Etobicoke,1604.33
43.662635,-79.739764,L6Y,Brampton,1914.63
43.627689,-79.497602,M8Y,Etobicoke,1896.83
43.667026,-79.320003,M4L,Toronto,1208.00
43.704349,-79.643035,L4T,Mississauga,2086.42
43.623284,-79.513369,M8Z,Etobicoke,1634.69
43.662551,-79.739890,L6Y,Brampton,2373.29
43.635849,-79.498225,M8Y,Etobicoke,2095.50
43.628483,-79.499293,M8Y,Etobicoke,2360.63
43.710950,-79.593601,M9W,Etobicoke,1751.12
43.592839,-79.644159,L5B,Mississauga,2120.40
43.596396,-79.643931,L5B,Mississauga,2071.61
43.804039,-79.318120,M1W,Scarborough,1461.55
43.644965,-79.391889,M5V,Toronto,2066.63
43.588046,-79.642330,L5B,Mississauga,1854.28
43.642414,-79.392405,M5V,Toronto,1892.53
43.799176,-79.323762,M1W,Scarborough,1460.46
43.635594,-79.499574,M8Y,Etobicoke,1899.51
43.709242,-79.590910,M9W,Etobicoke,1712.59
43.709035,-79.592492,M9W,Etobicoke,2488.09
43.799908,-79.317081,M1W,Scarborough,2131.64
43.797436,-79.315579,M1W,Scarborough,1697.67
43.805257,-79.320400,M1W,Scarborough,2005.69
43.590411,-79.646709,L5B,Mississauga,1716.27
43.597967,-79.643292,L5B,Mississauga,1843.31
43.660009,-79.437431,M6H,Toronto,1206.69
43.703133,-79.642282,L4T,Mississauga,2655.59
43.627748,-79.502332,M8Y,Etobicoke,2986.55
43.664059,-79.319728,M4L,Toronto,1611.00
43.665600,-79.738989,L6Y,Brampton,2104.40
43.597397,-79.640186,L5B,Mississauga,1304.45
43.658715,-79.436588,M6H,Toronto,2196.93
43.709790,-79.639327,L4T,Mississauga,1527.28
43.712436,-79.586882,M9W,Etobicoke,1903.15
43.717838,-79.586089,M9W,Etobicoke,1645.74
43.591195,-79.640161,L5B,Mississauga,2084.08
43.590388,-79.646122,L5B,Mississauga,1388.87
43.646096,-79.390703,M5V,Toronto,2252.00
43.640746,-79.398410,M5V,Toronto,2324.00
43.671062,-79.321546,M4L,Toronto,1938.64
43.622030,-79.519925,M8Z,Etobicoke,1823.20
43.796048,-79.316587,M1W,Scarborough,1976.24
43.710714,-79.593895,M9W,Etobicoke,2086.10
43.635078,-79.501927,M8Y,Etobicoke,1977.57
43.803304,-79.318634,M1W,Scarborough,2164.13
43.663964,-79.746161,L6Y,Brampton,1936.84
43.709842,-79.643030,L4T,Mississauga,1971.56
43.623421,-79.516347,M8Z,Etobicoke,2258.46
43.710106,-79.588538,M9W,Etobicoke,2111.42
43.797187,-79.320023,M1W,Scarborough,1862.26
43.664992,-79.434584,M6H,Toronto,2470.18
43.705938,-79.643397,L4T,Mississauga,1641.87
43.626914,-79.494657,M8Y,Etobicoke,1776.64
43.590766,-79.641401,L5B,Mississauga,1442.49
43.657056,-79.437061,M6H,Toronto,2140.39
43.597065,-79.641984,L5B,Mississauga,1206.07
43.703746,-79.645173,L4T,Mississauga,2510.18
43.623915,-79.517286,M8Z,Etobicoke,2050.07
43.803290,-79.322818,M1W,Scarborough,1439.91
43.671470,-79.317690,M4L,Toronto,1526.98
43.667831,-79.318030,M4L,Toronto,2280.01
43.700703,-79.638075,L4T,Mississauga,2619.10
43.644773,-79.395192,M5V,Toronto,1741.07
43.645242,-79.392317,M5V,Toronto,1238.48
43.627053,-79.502205,M8Y,Etobicoke,2172.33
43.796378,-79.317871,M1W,Scarborough,2497.77
43.663734,-79.740832,L6Y,Brampton,2422.05
43.716087,-79.586624,M9W,Etobicoke,2520.78
43.703393,-79.637498,L4T,Mississauga,2157.44
43.642830,-79.397177,M5V,Toronto,2307.37
43.663772,-79.737224,L6Y,Brampton,2522.79
43.649666,-79.390693,M5V,Toronto,2103.40
43.659804,-79.430984,M6H,Toronto,2254.43
43.595853,-79.637611,L5B,Mississauga,2909.48
43.668871,-79.316730,M4L,Toronto,2331.12
43.642638,-79.399390,M5V,Toronto,2214.53
43.801909,-79.321293,M1W,Scarborough,1790.71
43.621324,-79.519509,M8Z,Etobicoke,1886.70
43.663485,-79.434440,M6H,Toronto,1512.89
43.716063,-79.585288,M9W,Etobicoke,1582.88
43.648852,-79.395115,M5V,Toronto,2699.77
43.589771,-79.645900,L5B,Mississauga,1716.73
43.714775,-79.587563,M9W,Etobicoke,2025.67
43.670292,-79.319118,M4L,Toronto,1166.15
43.803133,-79.316047,M1W,Scarborough,2244.29
43.641469,-79.400120,M5V,Toronto,1126.00
43.804725,-79.323134,M1W,Scarborough,1639.80
43.649187,-79.393706,M5V,Toronto,1980.19
43.798802,-79.320532,M1W,Scarborough,2392.45
43.664966,-79.744712,L6Y,Brampton,2318.74
43.644361,-79.396257,M5V,Toronto,1673.70
43.709685,-79.637496,L4T,Mississauga,2272.40
43.805821,-79.322829,M1W,Scarborough,2183.94
43.671190,-79.322460,M4L,Toronto,2407.22
43.619611,-79.520049,M8Z,Etobicoke,1850.80
43.670081,-79.322491,M4L,Toronto,1978.98
43.646434,-79.396784,M5V,Toronto,1267.88
43.649099,-79.394277,M5V,Toronto,2219.94
43.708320,-79.637037,L4T,Mississauga,3103.40
43.709001,-79.638858,L4T,Mississauga,2001.57
43.642691,-79.393403,M5V,Toronto,1786.56
43.717443,-79.587721,M9W,Etobicoke,1102.54
43.667573,-79.322546,M4L,Toronto,1941.07
43.626325,-79.493906,M8Y,Etobicoke,1865.75
43.802727,-79.314647,M1W,Scarborough,1776.25
43.632149,-79.500425,M8Y,Etobicoke,2408.54
43.626308,-79.516882,M8Z,Etobicoke,2263.23
43.663916,-79.737583,L6Y,Brampton,2278.50
43.800948,-79.314229,M1W,Scarborough,1585.26
43.661905,-79.431498,M6H,Toronto,2817.54
43.594266,-79.645122,L5B,Mississauga,1465.93
43.666398,-79.743097,L6Y,Brampton,1295.92
43.804978,-79.319541,M1W,Scarborough,1959.16
43.800803,-79.316242,M1W,Scarborough,1540.41
43.703659,-79.639996,L4T,Mississauga,1698.81
43.595312,-79.646761,L5B,Mississauga,1873.66
43.718013,-79.588922,M9W,Etobicoke,2312.96
43.667068,-79.321387,M4L,Toronto,1877.57
43.670543,-79.737673,L6Y,Brampton,1701.12
43.796626,-79.314702,M1W,Scarborough,1602.95
43.628663,-79.502649,M8Y,Etobicoke,994.77
43.630297,-79.496177,M8Y,Etobicoke,2011.55
43.623373,-79.517903,M8Z,Etobicoke,2015.07
43.663885,-79.743444,L6Y,Brampton,1859.72
43.672519,-79.317329,M4L,Toronto,2178.06
43.622643,-79.514915,M8Z,Etobicoke,1404.99
43.665039,-79.323917,M4L,Toronto,1556.81
43.618827,-79.513877,M8Z,Etobicoke,2457.23
43.634466,-79.500691,M8Y,Etobicoke,2465.78
43.630614,-79.493632,M8Y,Etobicoke,1725.81
43.645625,-79.396968,M5V,Toronto,1832.75
43.626713,-79.501598,M8Y,Etobicoke,2642.05
43.800077,-79.318208,M1W,Scarborough,1580.20
43.658427,-79.436679,M6H,Toronto,1752.85
43.715659,-79.593993,M9W,Etobicoke,1280.89
43.619983,-79.514058,M8Z,Etobicoke,2569.17
43.592141,-79.637944,L5B,Mississauga,1971.13
43.664410,-79.436214,M6H,Toronto,1663.72
43.620136,-79.519488,M8Z,Etobicoke,1369.83
43.620511,-79.510485,M8Z,Etobicoke,1807.71
43.626528,-79.515570,M8Z,Etobicoke,1896.41
43.666738,-79.737365,L6Y,Brampton,1976.04
43.800109,-79.323654,M1W,Scarborough,1536.95
43.624263,-79.510501,M8Z,Etobicoke,1819.82
43.665493,-79.317645,M4L,Toronto,2451.66
43.632230,-79.493438,M8Y,Etobicoke,2004.09
43.593789,-79.640564,L5B,Mississauga,2117.62
43.594219,-79.642365,L5B,Mississauga,1373.00
43.663370,-79.744115,L6Y,Brampton,1774.75
43.618662,-79.516761,M8Z,Etobicoke,1896.17
43.662989,-79.433291,M6H,Toronto,2225.40
43.705310,-79.642225,L4T,Mississauga,2000.84
43.633810,-79.495649,M8Y,Etobicoke,2004.62
43.661168,-79.437851,M6H,Toronto,2384.87
43.658481,-79.435365,M6H,Toronto,2034.57
43.630589,-79.496275,M8Y,Etobicoke,2637.26
43.658635,-79.439858,M6H,Toronto,1814.80
43.591163,-79.642559,L5B,Mississauga,1610.59
43.618399,-79.518917,M8Z,Etobicoke,2372.52
43.707059,-79.637298,L4T,Mississauga,1928.19
43.588114,-79.642165,L5B,Mississauga,1413.91
43.711211,-79.587270,M9W,Etobicoke,1518.32
43.592600,-79.641383,L5B,Mississauga,1246.12
43.635743,-79.500263,M8Y,Etobicoke,1348.09
43.643520,-79.393529,M5V,Toronto,1296.52
43.803017,-79.321369,M1W,Scarborough,2359.21
43.801545,-79.318036,M1W,Scarborough,1483.97
43.663097,-79.323092,M4L,Toronto,1112.70
43.648804,-79.391681,M5V,Toronto,2141.86
43.665781,-79.320156,M4L,Toronto,1427.14
43.645155,-79.398828,M5V,Toronto,1426.33
43.801009,-79.316242,M1W,Scarborough,2567.61
43.801218,-79.319630,M1W,Scarborough,2520.86
43.624292,-79.512487,M8Z,Etobicoke,1820.71
43.620218,-79.513448,M8Z,Etobicoke,2651.65
43.627356,-79.496896,M8Y,Etobicoke,1384.85
43.644108,-79.395056,M5V,Toronto,1723.80
43.644342,-79.399593,M5V,Toronto,2363.92
43.595980,-79.641529,L5B,Mississauga,1633.69
43.667289,-79.746908,L6Y,Brampton,1032.67
43.631908,-79.499596,M8Y,Etobicoke,1942.98
43.664288,-79.438291,M6H,Toronto,2249.38
43.631986,-79.493547,M8Y,Etobicoke,1441.85
43.628151,-79.498966,M8Y,Etobicoke,1389.03
43.663810,-79.738787,L6Y,Brampton,2387.79
43.656352,-79.439174,M6H,Toronto,1765.01
43.712428,-79.591266,M9W,Etobicoke,2404.80
43.799934,-79.317488,M1W,Scarborough,2230.00
43.705344,-79.643315,L4T,Mississauga,2008.07
43.804444,-79.317659,M1W,Scarborough,1707.92
43.718620,-79.592703,M9W,Etobicoke,1357.97
43.589930,-79.644192,L5B,Mississauga,1510.33
43.702410,-79.640343,L4T,Mississauga,2498.79
43.718634,-79.586357,M9W,Etobicoke,1662.80
43.800444,-79.320990,M1W,Scarborough,1367.82
43.667632,-79.317718,M4L,Toronto,2789.11
43.628520,-79.494004,M8Y,Etobicoke,2233.45
43.624411,-79.514879,M8Z,Etobicoke,1931.09
43.800784,-79.319395,M1W,Scarborough,2430.32
43.622410,-79.518674,M8Z,Etobicoke,1410.99
43.627814,-79.498531,M8Y,Etobicoke,2214.92
43.589628,-79.642311,L5B,Mississauga,3112.49
43.592613,-79.642274,L5B,Mississauga,1520.40
43.707381,-79.638109,L4T,Mississauga,1712.20
43.662067,-79.743983,L6Y,Brampton,1652.35
43.709937,-79.589497,M9W,Etobicoke,1236.88
43.642321,-79.397492,M5V,Toronto,2438.20
43.663725,-79.738141,L6Y,Brampton,1979.57
43.629067,-79.498997,M8Y,Etobicoke,2434.22
43.626140,-79.495023,M8Y,Etobicoke,1722.72
43.649351,-79.394735,M5V,Toronto,1680.77
43.663639,-79.433254,M6H,Toronto,2008.50
43.628475,-79.497679,M8Y,Etobicoke,2389.82
43.596546,-79.638647,L5B,Mississauga,1431.53
43.712903,-79.589681,M9W,Etobicoke,1113.77
43.716449,-79.587068,M9W,Etobicoke,1487.93
43.708846,-79.643170,L4T,Mississauga,1899.10
43.796856,-79.320422,M1W,Scarborough,1222.95
43.668566,-79.737305,L6Y,Brampton,1977.37
43.662248,-79.743489,L6Y,Brampton,1628.33
43.633203,-79.494069,M8Y,Etobicoke,1650.41
43.591894,-79.640921,L5B,Mississauga,1905.17
43.700976,-79.645483,L4T,Mississauga,2614.27
43.708371,-79.640988,L4T,Mississauga,2712.95
43.710101,-79.585934,M9W,Etobicoke,2013.07
43.656850,-79.437673,M6H,Toronto,1196.58
43.663611,-79.316377,M4L,Toronto,1863.57
43.666255,-79.320887,M4L,Toronto,1447.77
43.662825,-79.737156,L6Y,Brampton,1885.09
43.591845,-79.645956,L5B,Mississauga,2053.83
43.660612,-79.430743,M6H,Toronto,2444.37
43.711244,-79.589374,M9W,Etobicoke,2529.33
43.632641,-79.498416,M8Y,Etobicoke,1678.18
43.589165,-79.645714,L5B,Mississauga,2016.58
43.668020,-79.324304,M4L,Toronto,1027.23
43.656008,-79.436019,M6H,Toronto,1216.19
43.663143,-79.316669,M4L,Toronto,1578.40
43.717245,-79.588465,M9W,Etobicoke,2303.54
43.669344,-79.321635,M4L,Toronto,1830.54
43.656416,-79.436470,M6H,Toronto,2419.73
43.589381,-79.638255,L5B,Mississauga,1318.11
43.631832,-79.500143,M8Y,Etobicoke,1794.04
43.669454,-79.742904,L6Y,Brampton,896.81
43.596182,-79.637986,L5B,Mississauga,2158.98
43.671617,-79.738939,L6Y,Brampton,2350.01
43.718101,-79.589059,M9W,Etobicoke,1329.51
43.635631,-79.498710,M8Y,Etobicoke,2428.66
43.634940,-79.501706,M8Y,Etobicoke,1791.64
43.705272,-79.645219,L4T,Mississauga,1381.43
43.627679,-79.495414,M8Y,Etobicoke,2195.96
43.805406,-79.323588,M1W,Scarborough,2369.39
43.626860,-79.502846,M8Y,Etobicoke,1790.31
43.668173,-79.320725,M4L,Toronto,1979.65
43.662215,-79.436938,M6H,Toronto,2065.95
43.711492,-79.588187,M9W,Etobicoke,2022.62
43.798443,-79.316432,M1W,Scarborough,2119.56
43.803895,-79.316124,M1W,Scarborough,2441.46
43.664671,-79.739024,L6Y,Brampton,1934.66
43.718748,-79.588423,M9W,Etobicoke,2185.99
43.715692,-79.585382,M9W,Etobicoke,1730.58
43.709951,-79.637259,L4T,Mississauga,1434.83
43.713104,-79.592652,M9W,Etobicoke,1441.96
43.669903,-79.744582,L6Y,Brampton,1818.32
43.716291,-79.587871,M9W,Etobicoke,1717.30
43.619323,-79.519602,M8Z,Etobicoke,1701.02
43.656474,-79.430604,M6H,Toronto,2862.97
43.666407,-79.743898,L6Y,Brampton,2484.26
43.668138,-79.744937,L6Y,Brampton,1601.23
43.630613,-79.497141,M8Y,Etobicoke,1725.42
43.703959,-79.641581,L4T,Mississauga,1998.99
43.589520,-79.638803,L5B,Mississauga,1658.65
43.629279,-79.495526,M8Y,Etobicoke,1855.96
43.597046,-79.639861,L5B,Mississauga,2039.92
43.708176,-79.636573,L4T,Mississauga,919.78
43.707079,-79.637544,L4T,Mississauga,2034.92
43.665948,-79.321735,M4L,Toronto,2420.65
43.715722,-79.589852,M9W,Etobicoke,1098.30
43.711491,-79.593972,M9W,Etobicoke,1483.57
43.800521,-79.318019,M1W,Scarborough,1653.20
43.617711,-79.516229,M8Z,Etobicoke,1848.65
43.797874,-79.315216,M1W,Scarborough,1970.46
43.641959,-79.391500,M5V,Toronto,1713.26
43.717637,-79.592763,M9W,Etobicoke,2013.05
43.712535,-79.593597,M9W,Etobicoke,2701.22
43.594617,-79.639971,L5B,Mississauga,2794.44
43.717017,-79.591302,M9W,Etobicoke,2664.71
43.649153,-79.394179,M5V,Toronto,1585.35
43.630017,-79.501149,M8Y,Etobicoke,1445.49
43.658575,-79.437285,M6H,Toronto,1966.49
43.630290,-79.500148,M8Y,Etobicoke,1030.31
43.671355,-79.744309,L6Y,Brampton,1684.78
43.803368,-79.320076,M1W,Scarborough,2026.21
43.799603,-79.317039,M1W,Scarborough,2485.90
43.709006,-79.640618,L4T,Mississauga,2377.25
43.662414,-79.433222,M6H,Toronto,1737.42
43.625361,-79.511373,M8Z,Etobicoke,1937.13
43.711447,-79.592667,M9W,Etobicoke,2228.35
43.662451,-79.433233,M6H,Toronto,1720.80
43.713558,-79.584177,M9W,Etobicoke,2336.83
43.665938,-79.741049,L6Y,Brampton,1504.84
43.625802,-79.518096,M8Z,Etobicoke,2294.46
43.640669,-79.392741,M5V,Toronto,1547.86
43.661900,-79.438004,M6H,Toronto,2861.30
43.657702,-79.439148,M6H,Toronto,2315.92
43.597647,-79.638448,L5B,Mississauga,1883.36
43.663897,-79.325253,M4L,Toronto,1346.46
43.591938,-79.645800,L5B,Mississauga,2354.32
43.700174,-79.636892,L4T,Mississauga,1438.03
43.649676,-79.396326,M5V,Toronto,1977.06
43.672905,-79.323438,M4L,Toronto,1045.23
43.641016,-79.390560,M5V,Toronto,1298.04
43.703163,-79.639474,L4T,Mississauga,1580.20
43.629405,-79.499640,M8Y,Etobicoke,1634.75
43.594963,-79.644626,L5B,Mississauga,1651.60
43.665507,-79.745019,L6Y,Brampton,1188.70
43.798411,-79.322041,M1W,Scarborough,1898.78
43.658836,-79.437684,M6H,Toronto,1535.47
43.595252,-79.640993,L5B,Mississauga,2178.46
43.645516,-79.390212,M5V,Toronto,2749.01
43.640143,-79.399149,M5V,Toronto,3069.82
43.622791,-79.517800,M8Z,Etobicoke,1728.70
43.626761,-79.495247,M8Y,Etobicoke,1180.05
43.643650,-79.394754,M5V,Toronto,1791.33
43.664500,-79.741094,L6Y,Brampton,1622.84
43.634383,-79.494738,M8Y,Etobicoke,2197.86
43.669211,-79.743102,L6Y,Brampton,1917.67
43.628213,-79.502875,M8Y,Etobicoke,1363.58
43.629839,-79.495618,M8Y,Etobicoke,1692.46
43.670060,-79.745831,L6Y,Brampton,1740.33
43.671196,-79.739728,L6Y,Brampton,1373.38
43.714675,-79.587710,M9W,Etobicoke,1541.85
43.802874,-79.315575,M1W,Scarborough,1677.33
43.671874,-79.743610,L6Y,Brampton,2913.23
43.596678,-79.645927,L5B,Mississauga,2707.48
43.664793,-79.320083,M4L,Toronto,2695.48
43.670229,-79.745002,L6Y,Brampton,2716.85
43.634577,-79.495776,M8Y,Etobicoke,1369.05
43.659018,-79.436963,M6H,Toronto,2289.38
43.700139,-79.637582,L4T,Mississauga,2099.06
43.644310,-79.392035,M5V,Toronto,1298.49
43.640248,-79.399718,M5V,Toronto,1964.69
43.663078,-79.318919,M4L,Toronto,2901.60
43.622007,-79.516645,M8Z,Etobicoke,1899.43
43.705045,-79.645456,L4T,Mississauga,1089.09
43.708970,-79.638946,L4T,Mississauga,1322.11
43.713127,-79.592538,M9W,Etobicoke,1178.11
43.662726,-79.435309,M6H,Toronto,1945.69
43.593438,-79.645618,L5B,Mississauga,1605.89
43.622621,-79.515059,M8Z,Etobicoke,1892.63
43.713697,-79.590362,M9W,Etobicoke,1626.95
43.666861,-79.743120,L6Y,Brampton,2276.79
43.670904,-79.744839,L6Y,Brampton,1811.16
43.644389,-79.395303,M5V,Toronto,1440.38
43.662989,-79.746528,L6Y,Brampton,1831.66
43.670207,-79.317206,M4L,Toronto,1681.31
43.804261,-79.316812,M1W,Scarborough,1919.55
43.712223,-79.591678,M9W,Etobicoke,2001.51
43.665612,-79.739024,L6Y,Brampton,2117.07
43.619146,-79.517262,M8Z,Etobicoke,2123.42
43.709874,-79.642714,L4T,Mississauga,986.68
43.660289,-79.431704,M6H,Toronto,2807.02
43.633352,-79.493871,M8Y,Etobicoke,2428.84
43.665184,-79.322361,M4L,Toronto,1979.14
43.646674,-79.399032,M5V,Toronto,1260.91
43.708540,-79.641070,L4T,Mississauga,1107.21
43.802230,-79.315298,M1W,Scarborough,1643.69
43.717430,-79.592842,M9W,Etobicoke,2247.87
43.664149,-79.317292,M4L,Toronto,2282.38
43.718720,-79.592409,M9W,Etobicoke,1738.24
43.663594,-79.438575,M6H,Toronto,2153.95
43.669745,-79.741050,L6Y,Brampton,2233.74
43.709968,-79.584298,M9W,Etobicoke,1870.21
43.800297,-79.319392,M1W,Scarborough,1127.69
43.713148,-79.587545,M9W,Etobicoke,1335.47
43.709968,-79.637895,L4T,Mississauga,2722.17
43.703202,-79.637947,L4T,Mississauga,1708.82
43.665140,-79.742861,L6Y,Brampton,2431.28
43.589695,-79.646469,L5B,Mississauga,1945.72
43.665891,-79.743540,L6Y,Brampton,2181.77
43.711300,-79.588559,M9W,Etobicoke,1821.56
43.643644,-79.397501,M5V,Toronto,2039.57
43.799220,-79.320688,M1W,Scarborough,2232.45
43.801008,-79.320809,M1W,Scarborough,2003.03
43.703868,-79.642642,L4T,Mississauga,1479.11
43.701383,-79.637813,L4T,Mississauga,1381.52
43.665016,-79.741552,L6Y,Brampton,1671.31
43.631683,-79.495935,M8Y,Etobicoke,1124.15
