snapshot_date,ing_id,ing_name,percentage_stock_remaining,stock_utilization_rate
2023-04-03,ing052,"Lime Mint Sparkle 1.5L",40.74,18.52
2023-04-03,ing053,"Berry Kombucha 33cl",42.31,12.82
2023-04-03,ing054,"Berry Kombucha 1.5L",57.69,28.85
2023-04-04,ing001,"Flatbread Dough (8-pack)",36.84,21.05
2023-04-04,ing002,"Roasted Red Peppers",68.18,0.00
2023-04-04,ing003,"Goat Cheese",53.33,6.67
2023-04-04,ing004,"Black Olives",85.19,0.00
2023-04-04,ing005,"Sun-Dried Tomatoes",66.67,0.00
2023-04-04,ing006,"Spicy Chicken",75.00,8.33
2023-04-04,ing007,Jalapenos,68.00,8.00
2023-04-04,ing008,"Smoked Gouda",78.57,7.14
2023-04-04,ing009,"Chipotle Sauce",65.00,5.00
2023-04-04,ing010,"Wild Mushrooms",50.00,11.11
2023-04-04,ing011,"Truffle Oil",50.00,25.00
2023-04-04,ing012,Mozzarella,62.50,4.17
2023-04-04,ing013,"Fresh Spinach",76.47,5.88
2023-04-04,ing014,"Italian Sausage",46.15,7.69
2023-04-04,ing015,"Roasted Garlic",73.68,5.26
2023-04-04,ing016,"Red Onion",61.54,7.69
2023-04-04,ing017,"Fresh Basil",70.00,0.00
2023-04-04,ing022,"BBQ Brisket",54.55,9.09
2023-04-04,ing023,"Cheddar Cheese",75.00,6.25
2023-04-04,ing024,"BBQ Sauce",61.11,0.00
2023-04-04,ing025,"Tandoori Chicken",75.00,16.67
2023-04-04,ing026,"Mint Yogurt",92.86,7.14
2023-04-04,ing027,"Green Chilli",66.67,11.11
2023-04-04,ing028,"Grilled Pineapple",69.23,7.69
2023-04-04,ing029,"Pulled Pork",50.00,10.00
2023-04-04,ing030,"Truffle Fries",69.23,3.85
2023-04-04,ing031,Parmesan,100.00,0.00
2023-04-04,ing032,"Cauliflower Florets",95.45,4.55
2023-04-04,ing033,"Buffalo Sauce",86.67,0.00
2023-04-04,ing034,Ranch,100.00,0.00
2023-04-04,ing035,"Garlic Knots",75.76,0.00
2023-04-04,ing036,Kale,70.00,0.00
2023-04-04,ing037,Spinach,47.37,5.26
2023-04-04,ing038,Avocado,86.67,0.00
2023-04-04,ing039,"Mixed Seeds",94.12,0.00
2023-04-04,ing040,"Caramel Filling",81.25,6.25
2023-04-04,ing041,"Chocolate Syrup",100.00,0.00
2023-04-04,ing042,"Espresso Panna Base",76.92,7.69
2023-04-04,ing043,"Vanilla Syrup",100.00,0.00
2023-04-04,ing044,"Berry Mix",77.27,0.00
2023-04-04,ing045,"Oat Crumble",61.11,0.00
2023-04-04,ing046,"Mango Sticky Rice Mix",65.00,0.00
2023-04-04,ing049,"Ginger Fizz 33cl",75.61,20.73
2023-04-04,ing050,"Ginger Fizz 1.5L",47.27,21.82
2023-04-04,ing052,"Lime Mint Sparkle 1.5L",75.93,5.56
2023-04-04,ing054,"Berry Kombucha 1.5L",46.15,11.54
2023-04-05,ing001,"Flatbread Dough (8-pack)",15.79,21.05
2023-04-05,ing002,"Roasted Red Peppers",68.18,0.00
2023-04-05,ing003,"Goat Cheese",86.67,6.67
2023-04-05,ing004,"Black Olives",85.19,0.00
2023-04-05,ing005,"Sun-Dried Tomatoes",66.67,0.00
2023-04-05,ing006,"Spicy Chicken",66.67,8.33
2023-04-05,ing007,Jalapenos,60.00,8.00
2023-04-05,ing008,"Smoked Gouda",71.43,7.14
2023-04-05,ing009,"Chipotle Sauce",60.00,5.00
2023-04-05,ing010,"Wild Mushrooms",44.44,5.56
2023-04-05,ing011,"Truffle Oil",25.00,25.00
2023-04-05,ing012,Mozzarella,58.33,4.17
2023-04-05,ing013,"Fresh Spinach",70.59,5.88
2023-04-05,ing014,"Italian Sausage",76.92,15.38
2023-04-05,ing015,"Roasted Garlic",68.42,5.26
2023-04-05,ing016,"Red Onion",57.69,3.85
2023-04-05,ing017,"Fresh Basil",60.00,10.00
2023-04-05,ing018,"Smoked Salmon",-66.67,22.22
2023-04-05,ing019,"Dill Cream Cheese",64.29,7.14
2023-04-05,ing020,Capers,81.82,0.00
2023-04-05,ing021,Arugula,100.00,0.00
2023-04-05,ing022,"BBQ Brisket",90.91,0.00
2023-04-05,ing023,"Cheddar Cheese",75.00,0.00
2023-04-05,ing024,"BBQ Sauce",100.00,0.00
2023-04-05,ing025,"Tandoori Chicken",66.67,8.33
2023-04-05,ing026,"Mint Yogurt",85.71,7.14
2023-04-05,ing027,"Green Chilli",55.56,11.11
2023-04-05,ing028,"Grilled Pineapple",61.54,7.69
2023-04-05,ing029,"Pulled Pork",80.00,10.00
2023-04-05,ing030,"Truffle Fries",65.38,3.85
2023-04-05,ing031,Parmesan,100.00,0.00
2023-04-05,ing032,"Cauliflower Florets",90.91,4.55
2023-04-05,ing033,"Buffalo Sauce",86.67,0.00
2023-04-05,ing034,Ranch,100.00,0.00
2023-04-05,ing035,"Garlic Knots",72.73,3.03
2023-04-05,ing036,Kale,70.00,0.00
2023-04-05,ing037,Spinach,89.47,0.00
2023-04-05,ing038,Avocado,86.67,0.00
2023-04-05,ing039,"Mixed Seeds",94.12,0.00
2023-04-05,ing040,"Caramel Filling",81.25,0.00
2023-04-05,ing041,"Chocolate Syrup",100.00,0.00
2023-04-05,ing042,"Espresso Panna Base",76.92,0.00
2023-04-05,ing043,"Vanilla Syrup",100.00,0.00
2023-04-05,ing046,"Mango Sticky Rice Mix",60.00,5.00
2023-04-05,ing047,"Cold Brew Coffee",72.00,4.00
2023-04-05,ing048,"Cold Brew Coffee 1.5L",70.83,6.25
2023-04-05,ing049,"Ginger Fizz 33cl",69.51,6.10
2023-04-05,ing050,"Ginger Fizz 1.5L",34.55,12.73
2023-04-05,ing051,"Lime Mint Sparkle 33cl",91.25,8.75
2023-04-05,ing052,"Lime Mint Sparkle 1.5L",61.11,14.81
2023-04-05,ing053,"Berry Kombucha 33cl",80.77,6.41
2023-04-05,ing054,"Berry Kombucha 1.5L",42.31,3.85
2023-04-06,ing001,"Flatbread Dough (8-pack)",-5.26,21.05
2023-04-06,ing002,"Roasted Red Peppers",68.18,0.00
2023-04-06,ing003,"Goat Cheese",80.00,6.67
2023-04-06,ing004,"Black Olives",81.48,3.70
2023-04-06,ing005,"Sun-Dried Tomatoes",66.67,0.00
2023-04-06,ing006,"Spicy Chicken",50.00,16.67
2023-04-06,ing007,Jalapenos,52.00,8.00
2023-04-06,ing008,"Smoked Gouda",57.14,14.29
2023-04-06,ing009,"Chipotle Sauce",55.00,5.00
2023-04-06,ing010,"Wild Mushrooms",38.89,5.56
2023-04-06,ing011,"Truffle Oil",62.50,12.50
2023-04-06,ing012,Mozzarella,58.33,0.00
2023-04-06,ing013,"Fresh Spinach",70.59,0.00
2023-04-06,ing014,"Italian Sausage",61.54,15.38
2023-04-06,ing015,"Roasted Garlic",63.16,5.26
2023-04-06,ing016,"Red Onion",50.00,7.69
2023-04-06,ing017,"Fresh Basil",60.00,0.00
2023-04-06,ing018,"Smoked Salmon",-11.11,44.44
2023-04-06,ing019,"Dill Cream Cheese",57.14,7.14
2023-04-06,ing020,Capers,81.82,0.00
2023-04-06,ing021,Arugula,100.00,0.00
2023-04-06,ing022,"BBQ Brisket",72.73,18.18
2023-04-06,ing023,"Cheddar Cheese",68.75,6.25
2023-04-06,ing024,"BBQ Sauce",94.44,5.56
2023-04-06,ing025,"Tandoori Chicken",58.33,8.33
2023-04-06,ing026,"Mint Yogurt",85.71,0.00
2023-04-06,ing027,"Green Chilli",55.56,0.00
2023-04-06,ing028,"Grilled Pineapple",61.54,0.00
2023-04-06,ing029,"Pulled Pork",70.00,10.00
2023-04-06,ing030,"Truffle Fries",61.54,3.85
2023-04-06,ing031,Parmesan,100.00,0.00
2023-04-06,ing032,"Cauliflower Florets",90.91,0.00
2023-04-06,ing033,"Buffalo Sauce",86.67,0.00
2023-04-06,ing034,Ranch,100.00,0.00
2023-04-06,ing035,"Garlic Knots",69.70,3.03
2023-04-06,ing036,Kale,70.00,0.00
2023-04-06,ing037,Spinach,89.47,0.00
2023-04-06,ing038,Avocado,86.67,0.00
2023-04-06,ing039,"Mixed Seeds",94.12,0.00
2023-04-06,ing040,"Caramel Filling",75.00,6.25
2023-04-06,ing041,"Chocolate Syrup",100.00,0.00
2023-04-06,ing042,"Espresso Panna Base",69.23,7.69
2023-04-06,ing043,"Vanilla Syrup",100.00,0.00
2023-04-06,ing046,"Mango Sticky Rice Mix",55.00,5.00
2023-04-06,ing047,"Cold Brew Coffee",66.67,5.33
2023-04-06,ing048,"Cold Brew Coffee 1.5L",66.67,4.17
2023-04-06,ing049,"Ginger Fizz 33cl",64.63,4.88
2023-04-06,ing050,"Ginger Fizz 1.5L",12.73,21.82
2023-04-06,ing051,"Lime Mint Sparkle 33cl",83.75,7.50
2023-04-06,ing052,"Lime Mint Sparkle 1.5L",46.30,14.81
2023-04-06,ing053,"Berry Kombucha 33cl",79.49,1.28
2023-04-06,ing054,"Berry Kombucha 1.5L",71.15,13.46
2023-04-07,ing001,"Flatbread Dough (8-pack)",-23.68,18.42
2023-04-07,ing002,"Roasted Red Peppers",68.18,0.00
2023-04-07,ing003,"Goat Cheese",73.33,6.67
2023-04-07,ing004,"Black Olives",81.48,0.00
2023-04-07,ing005,"Sun-Dried Tomatoes",66.67,0.00
2023-04-07,ing006,"Spicy Chicken",41.67,8.33
2023-04-07,ing007,Jalapenos,48.00,4.00
2023-04-07,ing008,"Smoked Gouda",50.00,7.14
2023-04-07,ing009,"Chipotle Sauce",55.00,0.00
2023-04-07,ing010,"Wild Mushrooms",27.78,11.11
2023-04-07,ing011,"Truffle Oil",37.50,25.00
2023-04-07,ing012,Mozzarella,54.17,4.17
2023-04-07,ing013,"Fresh Spinach",64.71,5.88
2023-04-07,ing014,"Italian Sausage",53.85,7.69
2023-04-07,ing015,"Roasted Garlic",63.16,0.00
2023-04-07,ing016,"Red Onion",46.15,3.85
2023-04-07,ing017,"Fresh Basil",100.00,0.00
2023-04-07,ing018,"Smoked Salmon",-22.22,11.11
2023-04-07,ing019,"Dill Cream Cheese",57.14,0.00
2023-04-07,ing020,Capers,81.82,0.00
2023-04-07,ing021,Arugula,100.00,0.00
2023-04-07,ing022,"BBQ Brisket",72.73,0.00
2023-04-07,ing023,"Cheddar Cheese",68.75,0.00
2023-04-07,ing024,"BBQ Sauce",94.44,0.00
2023-04-07,ing025,"Tandoori Chicken",50.00,8.33
2023-04-07,ing026,"Mint Yogurt",78.57,7.14
2023-04-07,ing027,"Green Chilli",44.44,11.11
2023-04-07,ing028,"Grilled Pineapple",61.54,0.00
2023-04-07,ing029,"Pulled Pork",70.00,0.00
2023-04-07,ing030,"Truffle Fries",61.54,0.00
2023-04-07,ing031,Parmesan,100.00,0.00
2023-04-07,ing035,"Garlic Knots",66.67,3.03
2023-04-07,ing036,Kale,70.00,0.00
2023-04-07,ing037,Spinach,89.47,0.00
2023-04-07,ing038,Avocado,86.67,0.00
2023-04-07,ing039,"Mixed Seeds",94.12,0.00
2023-04-07,ing040,"Caramel Filling",75.00,0.00
2023-04-07,ing041,"Chocolate Syrup",100.00,0.00
2023-04-07,ing042,"Espresso Panna Base",61.54,7.69
2023-04-07,ing043,"Vanilla Syrup",100.00,0.00
2023-04-07,ing044,"Berry Mix",77.27,0.00
2023-04-07,ing045,"Oat Crumble",100.00,0.00
2023-04-07,ing046,"Mango Sticky Rice Mix",50.00,5.00
2023-04-07,ing048,"Cold Brew Coffee 1.5L",45.83,20.83
2023-04-07,ing049,"Ginger Fizz 33cl",58.54,6.10
2023-04-07,ing050,"Ginger Fizz 1.5L",36.36,29.09
2023-04-07,ing051,"Lime Mint Sparkle 33cl",80.00,3.75
2023-04-07,ing052,"Lime Mint Sparkle 1.5L",37.04,9.26
2023-04-07,ing053,"Berry Kombucha 33cl",71.79,7.69
2023-04-07,ing054,"Berry Kombucha 1.5L",46.15,25.00
2023-04-08,ing001,"Flatbread Dough (8-pack)",5.26,13.16
2023-04-08,ing002,"Roasted Red Peppers",68.18,0.00
2023-04-08,ing003,"Goat Cheese",66.67,6.67
2023-04-08,ing004,"Black Olives",81.48,0.00
2023-04-08,ing005,"Sun-Dried Tomatoes",66.67,0.00
2023-04-08,ing006,"Spicy Chicken",91.67,0.00
2023-04-08,ing007,Jalapenos,84.00,4.00
2023-04-08,ing008,"Smoked Gouda",50.00,0.00
2023-04-08,ing009,"Chipotle Sauce",95.00,0.00
2023-04-08,ing010,"Wild Mushrooms",61.11,5.56
2023-04-08,ing011,"Truffle Oil",62.50,12.50
2023-04-08,ing012,Mozzarella,91.67,4.17
2023-04-08,ing013,"Fresh Spinach",64.71,0.00
2023-04-08,ing014,"Italian Sausage",76.92,15.38
2023-04-08,ing015,"Roasted Garlic",57.89,5.26
2023-04-08,ing016,"Red Onion",76.92,7.69
2023-04-08,ing017,"Fresh Basil",100.00,0.00
2023-04-08,ing018,"Smoked Salmon",-66.67,44.44
2023-04-08,ing019,"Dill Cream Cheese",50.00,7.14
2023-04-08,ing020,Capers,81.82,0.00
2023-04-08,ing021,Arugula,100.00,0.00
2023-04-08,ing022,"BBQ Brisket",54.55,18.18
2023-04-08,ing023,"Cheddar Cheese",62.50,6.25
2023-04-08,ing024,"BBQ Sauce",88.89,5.56
2023-04-08,ing025,"Tandoori Chicken",83.33,8.33
2023-04-08,ing026,"Mint Yogurt",71.43,7.14
2023-04-08,ing027,"Green Chilli",88.89,0.00
2023-04-08,ing028,"Grilled Pineapple",92.31,7.69
2023-04-08,ing029,"Pulled Pork",50.00,20.00
2023-04-08,ing030,"Truffle Fries",61.54,0.00
2023-04-08,ing031,Parmesan,100.00,0.00
2023-04-08,ing032,"Cauliflower Florets",86.36,4.55
2023-04-08,ing033,"Buffalo Sauce",86.67,0.00
2023-04-08,ing034,Ranch,100.00,0.00
2023-04-08,ing035,"Garlic Knots",63.64,3.03
2023-04-08,ing036,Kale,70.00,0.00
2023-04-08,ing037,Spinach,89.47,0.00
2023-04-08,ing038,Avocado,86.67,0.00
2023-04-08,ing039,"Mixed Seeds",94.12,0.00
2023-04-08,ing042,"Espresso Panna Base",53.85,7.69
2023-04-08,ing043,"Vanilla Syrup",100.00,0.00
2023-04-08,ing044,"Berry Mix",77.27,0.00
2023-04-08,ing045,"Oat Crumble",100.00,0.00
2023-04-08,ing046,"Mango Sticky Rice Mix",80.00,10.00
2023-04-08,ing047,"Cold Brew Coffee",64.00,2.67
2023-04-08,ing049,"Ginger Fizz 33cl",46.34,12.20
2023-04-08,ing050,"Ginger Fizz 1.5L",29.09,7.27
2023-04-08,ing051,"Lime Mint Sparkle 33cl",76.25,3.75
2023-04-08,ing052,"Lime Mint Sparkle 1.5L",29.63,7.41
2023-04-08,ing054,"Berry Kombucha 1.5L",30.77,15.38
2023-04-09,ing001,"Flatbread Dough (8-pack)",-10.53,15.79
2023-04-09,ing002,"Roasted Red Peppers",68.18,0.00
2023-04-09,ing003,"Goat Cheese",60.00,6.67
2023-04-09,ing004,"Black Olives",81.48,0.00
2023-04-09,ing005,"Sun-Dried Tomatoes",66.67,0.00
2023-04-09,ing006,"Spicy Chicken",83.33,8.33
2023-04-09,ing007,Jalapenos,80.00,4.00
2023-04-09,ing008,"Smoked Gouda",85.71,7.14
2023-04-09,ing009,"Chipotle Sauce",90.00,5.00
2023-04-09,ing010,"Wild Mushrooms",61.11,0.00
2023-04-09,ing011,"Truffle Oil",62.50,0.00
2023-04-09,ing012,Mozzarella,91.67,0.00
2023-04-09,ing013,"Fresh Spinach",64.71,0.00
2023-04-09,ing014,"Italian Sausage",61.54,15.38
2023-04-09,ing015,"Roasted Garlic",52.63,5.26
2023-04-09,ing016,"Red Onion",73.08,3.85
2023-04-09,ing017,"Fresh Basil",100.00,0.00
2023-04-09,ing018,"Smoked Salmon",-88.89,22.22
2023-04-09,ing019,"Dill Cream Cheese",85.71,7.14
2023-04-09,ing020,Capers,81.82,0.00
2023-04-09,ing021,Arugula,100.00,0.00
2023-04-09,ing022,"BBQ Brisket",45.45,9.09
2023-04-09,ing023,"Cheddar Cheese",56.25,6.25
2023-04-09,ing024,"BBQ Sauce",88.89,0.00
2023-04-09,ing025,"Tandoori Chicken",83.33,0.00
2023-04-09,ing026,"Mint Yogurt",71.43,0.00
2023-04-09,ing027,"Green Chilli",88.89,0.00
2023-04-09,ing028,"Grilled Pineapple",92.31,0.00
2023-04-09,ing029,"Pulled Pork",40.00,10.00
2023-04-09,ing030,"Truffle Fries",100.00,0.00
2023-04-09,ing031,Parmesan,100.00,0.00
2023-04-09,ing035,"Garlic Knots",63.64,0.00
2023-04-09,ing036,Kale,70.00,0.00
2023-04-09,ing037,Spinach,89.47,0.00
2023-04-09,ing038,Avocado,86.67,0.00
2023-04-09,ing039,"Mixed Seeds",94.12,0.00
2023-04-09,ing040,"Caramel Filling",75.00,0.00
2023-04-09,ing041,"Chocolate Syrup",100.00,0.00
2023-04-09,ing042,"Espresso Panna Base",53.85,0.00
2023-04-09,ing043,"Vanilla Syrup",100.00,0.00
2023-04-09,ing044,"Berry Mix",77.27,0.00
2023-04-09,ing045,"Oat Crumble",100.00,0.00
2023-04-09,ing046,"Mango Sticky Rice Mix",75.00,5.00
2023-04-09,ing047,"Cold Brew Coffee",56.00,8.00
2023-04-09,ing048,"Cold Brew Coffee 1.5L",37.50,8.33
2023-04-09,ing049,"Ginger Fizz 33cl",41.46,4.88
2023-04-09,ing050,"Ginger Fizz 1.5L",10.91,18.18
2023-04-09,ing051,"Lime Mint Sparkle 33cl",63.75,12.50
2023-04-09,ing052,"Lime Mint Sparkle 1.5L",79.63,3.70
2023-04-09,ing054,"Berry Kombucha 1.5L",19.23,11.54
2023-04-10,ing001,"Flatbread Dough (8-pack)",-28.95,18.42
2023-04-10,ing002,"Roasted Red Peppers",68.18,0.00
2023-04-10,ing003,"Goat Cheese",53.33,6.67
2023-04-10,ing004,"Black Olives",77.78,3.70
2023-04-10,ing005,"Sun-Dried Tomatoes",66.67,0.00
2023-04-10,ing006,"Spicy Chicken",66.67,16.67
2023-04-10,ing007,Jalapenos,72.00,8.00
2023-04-10,ing008,"Smoked Gouda",71.43,14.29
2023-04-10,ing009,"Chipotle Sauce",85.00,5.00
2023-04-10,ing010,"Wild Mushrooms",55.56,5.56
2023-04-10,ing011,"Truffle Oil",87.50,12.50
2023-04-10,ing012,Mozzarella,87.50,4.17
2023-04-10,ing013,"Fresh Spinach",58.82,5.88
2023-04-10,ing014,"Italian Sausage",61.54,0.00
2023-04-10,ing015,"Roasted Garlic",52.63,0.00
2023-04-10,ing016,"Red Onion",69.23,3.85
2023-04-10,ing017,"Fresh Basil",100.00,0.00
2023-04-10,ing018,"Smoked Salmon",0.00,22.22
2023-04-10,ing019,"Dill Cream Cheese",78.57,7.14
2023-04-10,ing020,Capers,81.82,0.00
2023-04-10,ing021,Arugula,100.00,0.00
2023-04-10,ing022,"BBQ Brisket",72.73,18.18
2023-04-10,ing023,"Cheddar Cheese",50.00,6.25
2023-04-10,ing024,"BBQ Sauce",83.33,5.56
2023-04-10,ing025,"Tandoori Chicken",83.33,0.00
2023-04-10,ing026,"Mint Yogurt",71.43,0.00
2023-04-10,ing027,"Green Chilli",88.89,0.00
2023-04-10,ing028,"Grilled Pineapple",92.31,0.00
2023-04-10,ing029,"Pulled Pork",40.00,0.00
2023-04-10,ing030,"Truffle Fries",100.00,0.00
2023-04-10,ing031,Parmesan,100.00,0.00
2023-04-10,ing032,"Cauliflower Florets",81.82,4.55
2023-04-10,ing033,"Buffalo Sauce",86.67,0.00
2023-04-10,ing034,Ranch,100.00,0.00
2023-04-10,ing036,Kale,70.00,0.00
2023-04-10,ing037,Spinach,89.47,0.00
2023-04-10,ing038,Avocado,86.67,0.00
2023-04-10,ing039,"Mixed Seeds",94.12,0.00
2023-04-10,ing040,"Caramel Filling",68.75,6.25
2023-04-10,ing041,"Chocolate Syrup",100.00,0.00
2023-04-10,ing042,"Espresso Panna Base",92.31,0.00
2023-04-10,ing043,"Vanilla Syrup",100.00,0.00
2023-04-10,ing047,"Cold Brew Coffee",48.00,8.00
2023-04-10,ing048,"Cold Brew Coffee 1.5L",85.42,6.25
2023-04-10,ing049,"Ginger Fizz 33cl",60.98,21.95
2023-04-10,ing051,"Lime Mint Sparkle 33cl",55.00,8.75
2023-04-10,ing053,"Berry Kombucha 33cl",65.38,6.41
2023-04-10,ing054,"Berry Kombucha 1.5L",59.62,13.46
2023-04-11,ing001,"Flatbread Dough (8-pack)",-47.37,18.42
2023-04-11,ing002,"Roasted Red Peppers",63.64,4.55
2023-04-11,ing003,"Goat Cheese",80.00,13.33
2023-04-11,ing004,"Black Olives",74.07,3.70
2023-04-11,ing005,"Sun-Dried Tomatoes",61.11,5.56
2023-04-11,ing006,"Spicy Chicken",58.33,8.33
2023-04-11,ing007,Jalapenos,68.00,4.00
2023-04-11,ing008,"Smoked Gouda",64.29,7.14
2023-04-11,ing009,"Chipotle Sauce",85.00,0.00
2023-04-11,ing010,"Wild Mushrooms",44.44,11.11
2023-04-11,ing011,"Truffle Oil",75.00,12.50
2023-04-11,ing012,Mozzarella,83.33,4.17
2023-04-11,ing013,"Fresh Spinach",52.94,5.88
2023-04-11,ing016,"Red Onion",65.38,3.85
2023-04-11,ing018,"Smoked Salmon",-22.22,22.22
2023-04-11,ing019,"Dill Cream Cheese",71.43,7.14
2023-04-11,ing020,Capers,81.82,0.00
2023-04-11,ing021,Arugula,100.00,0.00
2023-04-11,ing022,"BBQ Brisket",63.64,9.09
2023-04-11,ing023,"Cheddar Cheese",81.25,6.25
2023-04-11,ing024,"BBQ Sauce",77.78,5.56
2023-04-11,ing025,"Tandoori Chicken",75.00,8.33
2023-04-11,ing026,"Mint Yogurt",64.29,7.14
2023-04-11,ing027,"Green Chilli",88.89,0.00
2023-04-11,ing028,"Grilled Pineapple",84.62,7.69
2023-04-11,ing029,"Pulled Pork",80.00,10.00
2023-04-11,ing030,"Truffle Fries",96.15,3.85
2023-04-11,ing031,Parmesan,100.00,0.00
2023-04-11,ing036,Kale,70.00,0.00
2023-04-11,ing037,Spinach,89.47,0.00
2023-04-11,ing038,Avocado,86.67,0.00
2023-04-11,ing039,"Mixed Seeds",94.12,0.00
2023-04-11,ing040,"Caramel Filling",62.50,6.25
2023-04-11,ing041,"Chocolate Syrup",100.00,0.00
2023-04-11,ing042,"Espresso Panna Base",92.31,0.00
2023-04-11,ing043,"Vanilla Syrup",100.00,0.00
2023-04-11,ing044,"Berry Mix",77.27,0.00
2023-04-11,ing045,"Oat Crumble",100.00,0.00
2023-04-11,ing046,"Mango Sticky Rice Mix",75.00,0.00
2023-04-11,ing047,"Cold Brew Coffee",45.33,2.67
2023-04-11,ing048,"Cold Brew Coffee 1.5L",81.25,4.17
2023-04-11,ing049,"Ginger Fizz 33cl",56.10,4.88
2023-04-11,ing050,"Ginger Fizz 1.5L",67.27,7.27
2023-04-11,ing051,"Lime Mint Sparkle 33cl",46.25,8.75
2023-04-11,ing052,"Lime Mint Sparkle 1.5L",77.78,1.85
2023-04-11,ing054,"Berry Kombucha 1.5L",30.77,28.85
2023-04-12,ing001,"Flatbread Dough (8-pack)",-60.53,13.16
2023-04-12,ing002,"Roasted Red Peppers",63.64,0.00
2023-04-12,ing003,"Goat Cheese",73.33,6.67
2023-04-12,ing004,"Black Olives",74.07,0.00
2023-04-12,ing005,"Sun-Dried Tomatoes",61.11,0.00
2023-04-12,ing006,"Spicy Chicken",50.00,8.33
2023-04-12,ing007,Jalapenos,64.00,4.00
2023-04-12,ing008,"Smoked Gouda",57.14,7.14
2023-04-12,ing009,"Chipotle Sauce",85.00,0.00
2023-04-12,ing010,"Wild Mushrooms",33.33,11.11
2023-04-12,ing011,"Truffle Oil",50.00,25.00
2023-04-12,ing012,Mozzarella,79.17,4.17
2023-04-12,ing013,"Fresh Spinach",47.06,5.88
2023-04-12,ing014,"Italian Sausage",92.31,7.69
2023-04-12,ing015,"Roasted Garlic",94.74,0.00
2023-04-12,ing016,"Red Onion",61.54,3.85
2023-04-12,ing017,"Fresh Basil",100.00,0.00
2023-04-12,ing018,"Smoked Salmon",-66.67,44.44
2023-04-12,ing019,"Dill Cream Cheese",64.29,7.14
2023-04-12,ing020,Capers,81.82,0.00
2023-04-12,ing021,Arugula,100.00,0.00
2023-04-12,ing022,"BBQ Brisket",54.55,9.09
2023-04-12,ing023,"Cheddar Cheese",81.25,0.00
2023-04-12,ing024,"BBQ Sauce",77.78,0.00
2023-04-12,ing025,"Tandoori Chicken",66.67,8.33
2023-04-12,ing026,"Mint Yogurt",64.29,0.00
2023-04-12,ing027,"Green Chilli",88.89,0.00
2023-04-12,ing028,"Grilled Pineapple",84.62,0.00
2023-04-12,ing029,"Pulled Pork",80.00,0.00
2023-04-12,ing030,"Truffle Fries",92.31,3.85
2023-04-12,ing031,Parmesan,100.00,0.00
2023-04-12,ing035,"Garlic Knots",63.64,0.00
2023-04-12,ing036,Kale,70.00,0.00
2023-04-12,ing037,Spinach,84.21,5.26
2023-04-12,ing038,Avocado,86.67,0.00
2023-04-12,ing039,"Mixed Seeds",94.12,0.00
2023-04-12,ing040,"Caramel Filling",62.50,0.00
2023-04-12,ing041,"Chocolate Syrup",100.00,0.00
2023-04-12,ing042,"Espresso Panna Base",76.92,15.38
2023-04-12,ing043,"Vanilla Syrup",100.00,0.00
2023-04-12,ing044,"Berry Mix",77.27,0.00
2023-04-12,ing045,"Oat Crumble",100.00,0.00
2023-04-12,ing047,"Cold Brew Coffee",44.00,1.33
2023-04-12,ing048,"Cold Brew Coffee 1.5L",77.08,4.17
2023-04-12,ing049,"Ginger Fizz 33cl",51.22,4.88
2023-04-12,ing050,"Ginger Fizz 1.5L",60.00,7.27
2023-04-12,ing051,"Lime Mint Sparkle 33cl",87.50,3.75
2023-04-12,ing052,"Lime Mint Sparkle 1.5L",72.22,5.56
2023-04-12,ing053,"Berry Kombucha 33cl",61.54,3.85
2023-04-12,ing054,"Berry Kombucha 1.5L",28.85,1.92
2023-04-13,ing001,"Flatbread Dough (8-pack)",23.68,10.53
2023-04-13,ing002,"Roasted Red Peppers",63.64,0.00
2023-04-13,ing003,"Goat Cheese",66.67,6.67
2023-04-13,ing004,"Black Olives",74.07,0.00
2023-04-13,ing005,"Sun-Dried Tomatoes",61.11,0.00
2023-04-13,ing006,"Spicy Chicken",91.67,0.00
2023-04-13,ing007,Jalapenos,60.00,4.00
2023-04-13,ing008,"Smoked Gouda",57.14,0.00
2023-04-13,ing009,"Chipotle Sauce",85.00,0.00
2023-04-13,ing010,"Wild Mushrooms",66.67,5.56
2023-04-13,ing011,"Truffle Oil",37.50,12.50
2023-04-13,ing012,Mozzarella,75.00,4.17
2023-04-13,ing013,"Fresh Spinach",88.24,0.00
2023-04-13,ing016,"Red Onion",57.69,3.85
2023-04-13,ing018,"Smoked Salmon",-77.78,11.11
2023-04-13,ing019,"Dill Cream Cheese",64.29,0.00
2023-04-13,ing020,Capers,81.82,0.00
2023-04-13,ing021,Arugula,100.00,0.00
2023-04-13,ing022,"BBQ Brisket",81.82,9.09
2023-04-13,ing023,"Cheddar Cheese",75.00,6.25
2023-04-13,ing024,"BBQ Sauce",77.78,0.00
2023-04-13,ing025,"Tandoori Chicken",58.33,8.33
2023-04-13,ing026,"Mint Yogurt",57.14,7.14
2023-04-13,ing027,"Green Chilli",88.89,0.00
2023-04-13,ing028,"Grilled Pineapple",84.62,0.00
2023-04-13,ing029,"Pulled Pork",80.00,0.00
2023-04-13,ing030,"Truffle Fries",92.31,0.00
2023-04-13,ing031,Parmesan,100.00,0.00
2023-04-13,ing032,"Cauliflower Florets",77.27,4.55
2023-04-13,ing033,"Buffalo Sauce",80.00,6.67
2023-04-13,ing034,Ranch,100.00,0.00
