order_date,revenue,prev_revenue,revenue_change,growth_rate
2024-05-09,3103.6220,2623.7290,479.8930,0.18290494
2024-05-10,3477.0950,3103.6220,373.4730,0.12033456
2024-05-11,3617.9230,3477.0950,140.8280,0.04050163
2024-05-12,2511.6310,3617.9230,-1106.2920,-0.30578097
2024-05-13,3264.9860,2511.6310,753.3550,0.29994653
2024-05-14,4010.0450,3264.9860,745.0590,0.22819669
2024-05-15,3558.1510,4010.0450,-451.8940,-0.11269051
2024-05-16,3868.9790,3558.1510,310.8280,0.08735661
2024-05-17,3087.2510,3868.9790,-781.7280,-0.20205020
2024-05-18,2655.7740,3087.2510,-431.4770,-0.13976091
2024-05-19,3734.9340,2655.7740,1079.1600,0.40634482
2024-05-20,2982.9050,3734.9340,-752.0290,-0.20135001
2024-05-21,3736.4470,2982.9050,753.5420,0.25262018
2024-05-22,2652.4250,3736.4470,-1084.0220,-0.29012107
2024-05-23,2844.6100,2652.4250,192.1850,0.07245634
2024-05-24,3582.2910,2844.6100,737.6810,0.25932588
2024-05-25,3869.1320,3582.2910,286.8410,0.08007194
2024-05-26,3510.7210,3869.1320,-358.4110,-0.09263344
2024-05-27,2270.0610,3510.7210,-1240.6600,-0.35339180
2024-05-28,3631.0980,2270.0610,1361.0370,0.59955966
2024-05-29,3029.7570,3631.0980,-601.3410,-0.16560858
2024-05-30,2902.2230,3029.7570,-127.5340,-0.04209380
2024-05-31,3271.8710,2902.2230,369.6480,0.12736719
2024-06-01,2473.3640,3271.8710,-798.5070,-0.24405210
2024-06-02,4349.9260,2473.3640,1876.5620,0.75870838
2024-06-03,2627.9790,4349.9260,-1721.9470,-0.39585662
2024-06-04,3658.6890,2627.9790,1030.7100,0.39220633
2024-06-05,2502.9100,3658.6890,-1155.7790,-0.31589977
2024-06-06,3240.3530,2502.9100,737.4430,0.29463425
2024-06-07,3078.0030,3240.3530,-162.3500,-0.05010257
2024-06-08,3446.8690,3078.0030,368.8660,0.11983939
2024-06-09,3361.9370,3446.8690,-84.9320,-0.02464033
2024-06-10,3440.8510,3361.9370,78.9140,0.02347278
2024-06-11,3341.6900,3440.8510,-99.1610,-0.02881874
2024-06-12,2751.2290,3341.6900,-590.4610,-0.17669532
2024-06-13,3291.2680,2751.2290,540.0390,0.19629009
2024-06-14,3751.6960,3291.2680,460.4280,0.13989380
2024-06-15,3088.5090,3751.6960,-663.1870,-0.17676992
2024-06-16,4348.2090,3088.5090,1259.7000,0.40786671
2024-06-17,2662.2170,4348.2090,-1685.9920,-0.38774401
2024-06-18,2963.2020,2662.2170,300.9850,0.11305803
2024-06-19,3753.5490,2963.2020,790.3470,0.26672059
2024-06-20,2689.1280,3753.5490,-1064.4210,-0.28357722
2024-06-21,3118.1230,2689.1280,428.9950,0.15952941
2024-06-22,3720.1610,3118.1230,602.0380,0.19307705
2024-06-23,4455.9380,3720.1610,735.7770,0.19778096
2024-06-24,2489.4800,4455.9380,-1966.4580,-0.44131180
2024-06-25,2514.7420,2489.4800,25.2620,0.01014750
2024-06-26,3914.6750,2514.7420,1399.9330,0.55669051
2024-06-27,3043.3740,3914.6750,-871.3010,-0.22257301
2024-06-28,3604.7140,3043.3740,561.3400,0.18444660
2024-06-29,2899.2140,3604.7140,-705.5000,-0.19571594
2024-06-30,4095.3510,2899.2140,1196.1370,0.41257286
2024-07-01,2553.9950,4095.3510,-1541.3560,-0.37636725
2024-07-02,3108.8070,2553.9950,554.8120,0.21723300
2024-07-03,3327.2910,3108.8070,218.4840,0.07027905
2024-07-04,2534.6490,3327.2910,-792.6420,-0.23822443
2024-07-05,3307.5370,2534.6490,772.8880,0.30492901
2024-07-06,3769.9710,3307.5370,462.4340,0.13981219
2024-07-07,3215.2100,3769.9710,-554.7610,-0.14715259
2024-07-08,3468.7310,3215.2100,253.5210,0.07885053
2024-07-09,3203.5820,3468.7310,-265.1490,-0.07643977
2024-07-10,3076.3370,3203.5820,-127.2450,-0.03971960
2024-07-11,3799.5170,3076.3370,723.1800,0.23507828
2024-07-12,2341.5120,3799.5170,-1458.0050,-0.38373430
2024-07-13,3719.6510,2341.5120,1378.1390,0.58856799
2024-07-14,2520.7090,3719.6510,-1198.9420,-0.32232648
2024-07-15,2675.1710,2520.7090,154.4620,0.06127720
2024-07-16,3709.6550,2675.1710,1034.4840,0.38669827
2024-07-17,4893.4840,3709.6550,1183.8290,0.31912105
2024-07-18,3604.9180,4893.4840,-1288.5660,-0.26332282
2024-07-19,2931.0380,3604.9180,-673.8800,-0.18693352
2024-07-20,2807.3630,2931.0380,-123.6750,-0.04219495
2024-07-21,3152.8200,2807.3630,345.4570,0.12305391
2024-07-22,3249.1420,3152.8200,96.3220,0.03055106
2024-07-23,2548.0960,3249.1420,-701.0460,-0.21576342
2024-07-24,3216.4680,2548.0960,668.3720,0.26230252
2024-07-25,2598.2290,3216.4680,-618.2390,-0.19221052
2024-07-26,3844.2950,2598.2290,1246.0660,0.47958282
2024-07-27,3601.4840,3844.2950,-242.8110,-0.06316139
2024-07-28,2747.8120,3601.4840,-853.6720,-0.23703340
2024-07-29,4027.2150,2747.8120,1279.4030,0.46560791
2024-07-30,3086.4690,4027.2150,-940.7460,-0.23359716
2024-07-31,2929.5420,3086.4690,-156.9270,-0.05084354
2024-08-01,3302.4710,2929.5420,372.9290,0.12729942
2024-08-02,3472.2840,3302.4710,169.8130,0.05141998
2024-08-03,3509.6500,3472.2840,37.3660,0.01076122
2024-08-04,3234.5220,3509.6500,-275.1280,-0.07839186
2024-08-05,2977.9920,3234.5220,-256.5300,-0.07931002
2024-08-06,2653.3260,2977.9920,-324.6660,-0.10902178
2024-08-07,3870.1180,2653.3260,1216.7920,0.45859122
2024-08-08,2652.5100,3870.1180,-1217.6080,-0.31461780
2024-08-09,4011.6090,2652.5100,1359.0990,0.51238223
2024-08-10,3000.2450,4011.6090,-1011.3640,-0.25210932
2024-08-11,2826.8450,3000.2450,-173.4000,-0.05779528
2024-08-12,3364.5720,2826.8450,537.7270,0.19022161
2024-08-13,3094.0340,3364.5720,-270.5380,-0.08040785
2024-08-14,2614.8720,3094.0340,-479.1620,-0.15486643
2024-08-15,3435.6830,2614.8720,820.8110,0.31390102
2024-08-16,2833.5770,3435.6830,-602.1060,-0.17525074
2024-08-17,4579.2900,2833.5770,1745.7130,0.61608102
2024-08-18,3434.2550,4579.2900,-1145.0350,-0.25004640
2024-08-19,4322.5390,3434.2550,888.2840,0.25865406
2024-08-20,3925.3170,4322.5390,-397.2220,-0.09189553
2024-08-21,3620.0310,3925.3170,-305.2860,-0.07777359
2024-08-22,3137.5540,3620.0310,-482.4770,-0.13327980
2024-08-23,2715.3760,3137.5540,-422.1780,-0.13455641
2024-08-24,3223.4210,2715.3760,508.0450,0.18709932
2024-08-25,2746.7070,3223.4210,-476.7140,-0.14789070
2024-08-26,3913.3830,2746.7070,1166.6760,0.42475444
2024-08-27,2534.4620,3913.3830,-1378.9210,-0.35236035
2024-08-28,3340.8060,2534.4620,806.3440,0.31815194
2024-08-29,2729.1460,3340.8060,-611.6600,-0.18308755
2024-08-30,3389.0690,2729.1460,659.9230,0.24180568
2024-08-31,3512.2850,3389.0690,123.2160,0.03635689
2024-09-01,2915.0410,3512.2850,-597.2440,-0.17004429
2024-09-02,2776.7800,2915.0410,-138.2610,-0.04743021
2024-09-03,2379.0480,2776.7800,-397.7320,-0.14323497
2024-09-04,3464.9740,2379.0480,1085.9260,0.45645401
2024-09-05,3431.6200,3464.9740,-33.3540,-0.00962605
2024-09-06,2491.2140,3431.6200,-940.4060,-0.27404141
2024-09-07,2554.0970,2491.2140,62.8830,0.02524191
2024-09-08,3377.0840,2554.0970,822.9870,0.32222230
2024-09-09,3667.1720,3377.0840,290.0880,0.08589896
2024-09-10,3219.5110,3667.1720,-447.6610,-0.12207254
2024-09-11,3274.2850,3219.5110,54.7740,0.01701314
2024-09-12,2497.0620,3274.2850,-777.2230,-0.23737182
2024-09-13,2598.0080,2497.0620,100.9460,0.04042591
2024-09-14,3749.3160,2598.0080,1151.3080,0.44315029
2024-09-15,2989.8750,3749.3160,-759.4410,-0.20255455
2024-09-16,2911.7090,2989.8750,-78.1660,-0.02614357
2024-09-17,2875.9750,2911.7090,-35.7340,-0.01227252
2024-09-18,2122.1950,2875.9750,-753.7800,-0.26209546
2024-09-19,3343.0500,2122.1950,1220.8550,0.57527937
2024-09-20,3225.1210,3343.0500,-117.9290,-0.03527587
2024-09-21,2181.8480,3225.1210,-1043.2730,-0.32348337
2024-09-22,3374.8570,2181.8480,1193.0090,0.54678832
2024-09-23,3799.6700,3374.8570,424.8130,0.12587585
2024-09-24,3638.2040,3799.6700,-161.4660,-0.04249474
2024-09-25,3244.5690,3638.2040,-393.6350,-0.10819487
2024-09-26,2478.3450,3244.5690,-766.2240,-0.23615587
2024-09-27,2608.3780,2478.3450,130.0330,0.05246768
2024-09-28,2980.5420,2608.3780,372.1640,0.14268024
2024-09-29,4167.3630,2980.5420,1186.8210,0.39818966
2024-09-30,3176.7390,4167.3630,-990.6240,-0.23771003
2024-10-01,3912.5840,3176.7390,735.8450,0.23163533
2024-10-02,2825.9100,3912.5840,-1086.6740,-0.27773819
2024-10-03,3406.7660,2825.9100,580.8560,0.20554653
2024-10-04,3608.3520,3406.7660,201.5860,0.05917225
2024-10-05,2868.4100,3608.3520,-739.9420,-0.20506370
2024-10-06,3151.3410,2868.4100,282.9310,0.09863688
2024-10-07,3557.0970,3151.3410,405.7560,0.12875662
2024-10-08,2847.7040,3557.0970,-709.3930,-0.19943032
2024-10-09,3276.8010,2847.7040,429.0970,0.15068174
2024-10-10,2752.6060,3276.8010,-524.1950,-0.15997157
2024-10-11,2180.2330,2752.6060,-572.3730,-0.20793859
2024-10-12,3822.3820,2180.2330,1642.1490,0.75319886
2024-10-13,2995.8080,3822.3820,-826.5740,-0.21624579
2024-10-14,2207.4670,2995.8080,-788.3410,-0.26314804
2024-10-15,4052.1200,2207.4670,1844.6530,0.83564239
2024-10-16,3241.3220,4052.1200,-810.7980,-0.20009230
2024-10-17,3723.0680,3241.3220,481.7460,0.14862639
2024-10-18,3167.4060,3723.0680,-555.6620,-0.14924842
2024-10-19,3482.6540,3167.4060,315.2480,0.09952876
2024-10-20,4486.7080,3482.6540,1004.0540,0.28830139
2024-10-21,2883.4890,4486.7080,-1603.2190,-0.35732635
2024-10-22,2572.4230,2883.4890,-311.0660,-0.10787834
2024-10-23,3510.4490,2572.4230,938.0260,0.36464687
2024-10-24,3297.2520,3510.4490,-213.1970,-0.06073212
2024-10-25,3121.5400,3297.2520,-175.7120,-0.05329044
2024-10-26,4099.5500,3121.5400,978.0100,0.31331010
2024-10-27,3032.3070,4099.5500,-1067.2430,-0.26033174
2024-10-28,3193.5690,3032.3070,161.2620,0.05318129
2024-10-29,3278.7730,3193.5690,85.2040,0.02667987
2024-10-30,3070.5400,3278.7730,-208.2330,-0.06350943
2024-10-31,2284.0350,3070.5400,-786.5050,-0.25614550
2024-11-01,2684.8440,2284.0350,400.8090,0.17548286
2024-11-02,2562.4950,2684.8440,-122.3490,-0.04557025
2024-11-03,3541.8310,2562.4950,979.3360,0.38218065
2024-11-04,3933.6130,3541.8310,391.7820,0.11061567
2024-11-05,3036.3700,3933.6130,-897.2430,-0.22809641
2024-11-06,3551.4870,3036.3700,515.1170,0.16964896
2024-11-07,2557.3100,3551.4870,-994.1770,-0.27993260
2024-11-08,3389.9020,2557.3100,832.5920,0.32557336
2024-11-09,2006.6800,3389.9020,-1383.2220,-0.40804188
2024-11-10,3790.0140,2006.6800,1783.3340,0.88869875
2024-11-11,2880.1230,3790.0140,-909.8910,-0.24007589
2024-11-12,2997.9670,2880.1230,117.8440,0.04091631
2024-11-13,2789.2070,2997.9670,-208.7600,-0.06963386
2024-11-14,3668.5830,2789.2070,879.3760,0.31527814
2024-11-15,3937.0640,3668.5830,268.4810,0.07318384
2024-11-16,3681.5370,3937.0640,-255.5270,-0.06490293
2024-11-17,3042.6260,3681.5370,-638.9110,-0.17354464
2024-11-18,2564.1610,3042.6260,-478.4650,-0.15725396
2024-11-19,2503.8450,2564.1610,-60.3160,-0.02352270
2024-11-20,3470.6520,2503.8450,966.8070,0.38612893
2024-11-21,2188.4610,3470.6520,-1282.1910,-0.36943808
2024-11-22,3553.7480,2188.4610,1365.2870,0.62385713
2024-11-23,2927.6550,3553.7480,-626.0930,-0.17617822
2024-11-24,3162.4080,2927.6550,234.7530,0.08018465
2024-11-25,2826.4710,3162.4080,-335.9370,-0.10622823
2024-11-26,2516.5440,2826.4710,-309.9270,-0.10965158
2024-11-27,3046.6720,2516.5440,530.1280,0.21065716
2024-11-28,3274.7440,3046.6720,228.0720,0.07485939
2024-11-29,2758.7770,3274.7440,-515.9670,-0.15755949
2024-11-30,3100.9530,2758.7770,342.1760,0.12403177
2024-12-01,3244.8410,3100.9530,143.8880,0.04640122
2024-12-02,3501.9660,3244.8410,257.1250,0.07924117
2024-12-03,2662.7440,3501.9660,-839.2220,-0.23964310
2024-12-04,3775.4790,2662.7440,1112.7350,0.41789034
2024-12-05,2888.8610,3775.4790,-886.6180,-0.23483590
2024-12-06,2840.9550,2888.8610,-47.9060,-0.01658301
2024-12-07,3026.3400,2840.9550,185.3850,0.06525447
2024-12-08,2942.4280,3026.3400,-83.9120,-0.02772722
2024-12-09,4092.7330,2942.4280,1150.3050,0.39093735
2024-12-10,3196.1190,4092.7330,-896.6140,-0.21907464
2024-12-11,3102.6190,3196.1190,-93.5000,-0.02925423
2024-12-12,3188.5540,3102.6190,85.9350,0.02769757
2024-12-13,3316.8360,3188.5540,128.2820,0.04023203
2024-12-14,3202.7490,3316.8360,-114.0870,-0.03439633
2024-12-15,3775.8020,3202.7490,573.0530,0.17892535
2024-12-16,2411.9940,3775.8020,-1363.8080,-0.36119691
2024-12-17,2483.3260,2411.9940,71.3320,0.02957387
2024-12-18,2354.3810,2483.3260,-128.9450,-0.05192431
2024-12-19,2276.1470,2354.3810,-78.2340,-0.03322912
2024-12-20,3395.0530,2276.1470,1118.9060,0.49157897
2024-12-21,4219.0430,3395.0530,823.9900,0.24270313
2024-12-22,3228.6400,4219.0430,-990.4030,-0.23474589
2024-12-23,3382.4900,3228.6400,153.8500,0.04765164
2024-12-24,2634.5920,3382.4900,-747.8980,-0.22110871
2024-12-25,2861.5080,2634.5920,226.9160,0.08612947
2024-12-26,2947.2560,2861.5080,85.7480,0.02996602
2024-12-27,3587.6460,2947.2560,640.3900,0.21728347
2024-12-28,2754.1530,3587.6460,-833.4930,-0.23232309
2024-12-29,3051.7210,2754.1530,297.5680,0.10804338
2024-12-30,3468.2550,3051.7210,416.5340,0.13649151
2024-12-31,3409.9450,3468.2550,-58.3100,-0.01681249
2025-01-01,3300.6010,3409.9450,-109.3440,-0.03206621
2025-01-02,3423.0860,3300.6010,122.4850,0.03710991
2025-01-03,3772.3000,3423.0860,349.2140,0.10201730
2025-01-04,3052.7580,3772.3000,-719.5420,-0.19074358
2025-01-05,3478.3360,3052.7580,425.5780,0.13940771
2025-01-06,2387.5140,3478.3360,-1090.8220,-0.31360455
2025-01-07,3033.8030,2387.5140,646.2890,0.27069538
2025-01-08,2608.1230,3033.8030,-425.6800,-0.14031234
2025-01-09,3479.0160,2608.1230,870.8930,0.33391562
2025-01-10,2876.0090,3479.0160,-603.0070,-0.17332688
2025-01-11,2802.9260,2876.0090,-73.0830,-0.02541126
2025-01-12,3819.8830,2802.9260,1016.9570,0.36281978
2025-01-13,2996.6240,3819.8830,-823.2590,-0.21551943
2025-01-14,3111.3400,2996.6240,114.7160,0.03828175
2025-01-15,3226.2090,3111.3400,114.8690,0.03691946
2025-01-16,3563.2680,3226.2090,337.0590,0.10447525
2025-01-17,4117.6040,3563.2680,554.3360,0.15556955
2025-01-18,2993.1390,4117.6040,-1124.4650,-0.27308721
2025-01-19,4138.2930,2993.1390,1145.1540,0.38259299
2025-01-20,3359.1830,4138.2930,-779.1100,-0.18826845
2025-01-21,3923.6000,3359.1830,564.4170,0.16802211
2025-01-22,4080.4930,3923.6000,156.8930,0.03998700
2025-01-23,2887.0760,4080.4930,-1193.4170,-0.29246883
2025-01-24,3167.7120,2887.0760,280.6360,0.09720423
2025-01-25,4091.6110,3167.7120,923.8990,0.29166130
2025-01-26,3492.7180,4091.6110,-598.8930,-0.14637095
2025-01-27,3029.6720,3492.7180,-463.0460,-0.13257469
2025-01-28,3840.0280,3029.6720,810.3560,0.26747318
2025-01-29,3533.7900,3840.0280,-306.2380,-0.07974890
2025-01-30,3636.6740,3533.7900,102.8840,0.02911435
2025-01-31,3149.5560,3636.6740,-487.1180,-0.13394602
2025-02-01,3081.3180,3149.5560,-68.2380,-0.02166591
2025-02-02,3535.8470,3081.3180,454.5290,0.14751123
2025-02-03,3667.6990,3535.8470,131.8520,0.03729008
2025-02-04,3715.3840,3667.6990,47.6850,0.01300134
2025-02-05,3382.2180,3715.3840,-333.1660,-0.08967202
2025-02-06,2183.8030,3382.2180,-1198.4150,-0.35432814
2025-02-07,3844.7030,2183.8030,1660.9000,0.76055395
2025-02-08,2491.8090,3844.7030,-1352.8940,-0.35188518
2025-02-09,3954.8970,2491.8090,1463.0880,0.58715897
2025-02-10,3422.0320,3954.8970,-532.8650,-0.13473549
2025-02-11,2951.5400,3422.0320,-470.4920,-0.13748907
2025-02-12,3950.4600,2951.5400,998.9200,0.33844027
2025-02-13,3339.2760,3950.4600,-611.1840,-0.15471211
2025-02-14,3476.4150,3339.2760,137.1390,0.04106848
2025-02-15,2387.6840,3476.4150,-1088.7310,-0.31317636
2025-02-16,3254.9900,2387.6840,867.3060,0.36324153
2025-02-17,2814.7070,3254.9900,-440.2830,-0.13526401
2025-02-18,3349.2380,2814.7070,534.5310,0.18990644
2025-02-19,3668.7530,3349.2380,319.5150,0.09539931
2025-02-20,3798.5990,3668.7530,129.8460,0.03539241
2025-02-21,3825.7650,3798.5990,27.1660,0.00715158
2025-02-22,3765.4490,3825.7650,-60.3160,-0.01576574
2025-02-23,2999.9900,3765.4490,-765.4590,-0.20328492
2025-02-24,3078.2580,2999.9900,78.2680,0.02608942
2025-02-25,4116.2780,3078.2580,1038.0200,0.33721020
2025-02-26,3827.8050,4116.2780,-288.4730,-0.07008103
2025-02-27,2764.8630,3827.8050,-1062.9420,-0.27768969
2025-02-28,3785.8660,2764.8630,1021.0030,0.36927797
2025-03-01,3370.2160,3785.8660,-415.6500,-0.10978994
2025-03-02,4526.0460,3370.2160,1155.8300,0.34295428
2025-03-03,2283.7630,4526.0460,-2242.2830,-0.49541763
2025-03-04,3729.7660,2283.7630,1446.0030,0.63316684
2025-03-05,3051.0580,3729.7660,-678.7080,-0.18197067
2025-03-06,3089.2570,3051.0580,38.1990,0.01251992
2025-03-07,3152.2420,3089.2570,62.9850,0.02038840
2025-03-08,4402.7620,3152.2420,1250.5200,0.39670812
2025-03-09,3354.0150,4402.7620,-1048.7470,-0.23820206
2025-03-10,3498.8550,3354.0150,144.8400,0.04318406
2025-03-11,3352.6720,3498.8550,-146.1830,-0.04178024
2025-03-12,3888.3420,3352.6720,535.6700,0.15977405
2025-03-13,3811.5020,3888.3420,-76.8400,-0.01976164
2025-03-14,3431.6030,3811.5020,-379.8990,-0.09967173
2025-03-15,3380.6540,3431.6030,-50.9490,-0.01484700
2025-03-16,2898.9930,3380.6540,-481.6610,-0.14247569
2025-03-17,3982.9470,2898.9930,1083.9540,0.37390708
2025-03-18,3054.4580,3982.9470,-928.4890,-0.23311608
2025-03-19,3107.8720,3054.4580,53.4140,0.01748723
2025-03-20,4266.8810,3107.8720,1159.0090,0.37292688
2025-03-21,3032.8340,4266.8810,-1234.0470,-0.28921524
2025-03-22,3080.7060,3032.8340,47.8720,0.01578458
2025-03-23,3144.9490,3080.7060,64.2430,0.02085334
2025-03-24,3834.7240,3144.9490,689.7750,0.21932788
2025-03-25,3743.9610,3834.7240,-90.7630,-0.02366872
2025-03-26,2921.0930,3743.9610,-822.8680,-0.21978541
2025-03-27,2779.0070,2921.0930,-142.0860,-0.04864138
2025-03-28,3664.2310,2779.0070,885.2240,0.31853968
2025-03-29,3828.5700,3664.2310,164.3390,0.04484952
2025-03-30,3231.2750,3828.5700,-597.2950,-0.15600995
2025-03-31,4039.7950,3231.2750,808.5200,0.25021702
2025-04-01,3298.9520,4039.7950,-740.8430,-0.18338629
2025-04-02,3130.4990,3298.9520,-168.4530,-0.05106258
2025-04-03,3434.9180,3130.4990,304.4190,0.09724296
2025-04-04,4094.4160,3434.9180,659.4980,0.19199818
2025-04-05,3043.8840,4094.4160,-1050.5320,-0.25657676
2025-04-06,3795.6410,3043.8840,751.7570,0.24697295
2025-04-07,2581.1610,3795.6410,-1214.4800,-0.31996704
2025-04-08,1979.4970,2581.1610,-601.6640,-0.23309821
2025-04-09,3908.3340,1979.4970,1928.8370,0.97440764
2025-04-10,2497.0960,3908.3340,-1411.2380,-0.36108429
2025-04-11,2955.0420,2497.0960,457.9460,0.18339143
2025-04-12,3062.6690,2955.0420,107.6270,0.03642148
2025-04-13,3730.6160,3062.6690,667.9470,0.21809311
2025-04-14,3307.7750,3730.6160,-422.8410,-0.11334348
2025-04-15,3541.7800,3307.7750,234.0050,0.07074393
2025-04-16,3719.8210,3541.7800,178.0410,0.05026879
2025-04-17,2598.1100,3719.8210,-1121.7110,-0.30154973
2025-04-18,3164.8730,2598.1100,566.7630,0.21814434
2025-04-19,3278.5180,3164.8730,113.6450,0.03590823
2025-04-20,3124.8380,3278.5180,-153.6800,-0.04687484
2025-04-21,2929.4230,3124.8380,-195.4150,-0.06253604
2025-04-22,2734.2630,2929.4230,-195.1600,-0.06662063
2025-04-23,2894.7600,2734.2630,160.4970,0.05869845
2025-04-24,2398.3770,2894.7600,-496.3830,-0.17147639
2025-04-25,3206.2510,2398.3770,807.8740,0.33684196
2025-04-26,3004.9200,3206.2510,-201.3310,-0.06279327
2025-04-27,2546.9570,3004.9200,-457.9630,-0.15240439
2025-04-28,2979.6070,2546.9570,432.6500,0.16986938
2025-04-29,3384.7000,2979.6070,405.0930,0.13595518
2025-04-30,2537.2500,3384.7000,-847.4500,-0.25037670
2025-05-01,3627.9190,2537.2500,1090.6690,0.42986265
2025-05-02,2482.5100,3627.9190,-1145.4090,-0.31572067
2025-05-03,3699.9310,2482.5100,1217.4210,0.49039923
2025-05-04,3272.0920,3699.9310,-427.8390,-0.11563432
2025-05-05,3831.3410,3272.0920,559.2490,0.17091482
2025-05-06,2957.3540,3831.3410,-873.9870,-0.22811517
2025-05-07,2849.6420,2957.3540,-107.7120,-0.03642175
2025-05-08,3507.3380,2849.6420,657.6960,0.23079952
2025-05-09,3678.2220,3507.3380,170.8840,0.04872185
2025-05-10,2458.8290,3678.2220,-1219.3930,-0.33151697
2025-05-11,3489.2840,2458.8290,1030.4550,0.41908364
2025-05-12,3996.6490,3489.2840,507.3650,0.14540662
2025-05-13,3571.5300,3996.6490,-425.1190,-0.10636886
2025-05-14,3389.8510,3571.5300,-181.6790,-0.05086868
2025-05-15,3365.3030,3389.8510,-24.5480,-0.00724162
2025-05-16,3264.0680,3365.3030,-101.2350,-0.03008199
2025-05-17,2609.0750,3264.0680,-654.9930,-0.20066769
2025-05-18,2986.3390,2609.0750,377.2640,0.14459684
2025-05-19,3147.0060,2986.3390,160.6670,0.05380066
2025-05-20,3432.4360,3147.0060,285.4300,0.09069891
2025-05-21,3601.4160,3432.4360,168.9800,0.04923034
2025-05-22,3752.8010,3601.4160,151.3850,0.04203486
2025-05-23,2880.2080,3752.8010,-872.5930,-0.23251779
2025-05-24,2813.1260,2880.2080,-67.0820,-0.02329068
2025-05-25,3808.5780,2813.1260,995.4520,0.35385973
2025-05-26,2330.5640,3808.5780,-1478.0140,-0.38807502
2025-05-27,3168.1030,2330.5640,837.5390,0.35937181
2025-05-28,3797.7830,3168.1030,629.6800,0.19875616
2025-05-29,2952.5090,3797.7830,-845.2740,-0.22257038
2025-05-30,3611.0210,2952.5090,658.5120,0.22303471
2025-05-31,3827.4650,3611.0210,216.4440,0.05993983
2025-06-01,2808.9270,3827.4650,-1018.5380,-0.26611295
2025-06-02,3566.5320,2808.9270,757.6050,0.26971331
2025-06-03,3400.2890,3566.5320,-166.2430,-0.04661195
2025-06-04,3143.5550,3400.2890,-256.7340,-0.07550358
2025-06-05,3656.5810,3143.5550,513.0260,0.16319931
2025-06-06,3228.2830,3656.5810,-428.2980,-0.11713073
2025-06-07,3609.3380,3228.2830,381.0550,0.11803643
2025-06-08,2688.1590,3609.3380,-921.1790,-0.25522104
2025-06-09,2964.5280,2688.1590,276.3690,0.10280977
2025-06-10,2960.2100,2964.5280,-4.3180,-0.00145656
2025-06-11,2857.1220,2960.2100,-103.0880,-0.03482456
2025-06-12,3485.0340,2857.1220,627.9120,0.21977080
2025-06-13,2524.5170,3485.0340,-960.5170,-0.27561195
2025-06-14,2941.0850,2524.5170,416.5680,0.16500899
2025-06-15,2667.9290,2941.0850,-273.1560,-0.09287593
2025-06-16,3112.7340,2667.9290,444.8050,0.16672295
2025-06-17,3449.3850,3112.7340,336.6510,0.10815283
2025-06-18,3447.7360,3449.3850,-1.6490,-0.00047806
2025-06-19,3809.3260,3447.7360,361.5900,0.10487752
2025-06-20,2992.8840,3809.3260,-816.4420,-0.21432715
2025-06-21,2705.4140,2992.8840,-287.4700,-0.09605117
2025-06-22,3090.9230,2705.4140,385.5090,0.14249538
2025-06-23,3428.2030,3090.9230,337.2800,0.10911951
2025-06-24,3362.6850,3428.2030,-65.5180,-0.01911147
2025-06-25,3229.5410,3362.6850,-133.1440,-0.03959455
2025-06-26,3003.3900,3229.5410,-226.1510,-0.07002574
2025-06-27,3269.8140,3003.3900,266.4240,0.08870776
2025-06-28,2573.3750,3269.8140,-696.4390,-0.21299040
2025-06-29,3150.5590,2573.3750,577.1840,0.22429067
2025-06-30,3231.6320,3150.5590,81.0730,0.02573289
2025-07-01,2776.4910,3231.6320,-455.1410,-0.14083937
2025-07-02,3155.4380,2776.4910,378.9470,0.13648414
2025-07-03,3094.0340,3155.4380,-61.4040,-0.01945974
2025-07-04,2987.3250,3094.0340,-106.7090,-0.03448863
2025-07-05,3425.7040,2987.3250,438.3790,0.14674634
2025-07-06,3459.4660,3425.7040,33.7620,0.00985549
2025-07-07,4328.9310,3459.4660,869.4650,0.25132925
2025-07-08,2786.5890,4328.9310,-1542.3420,-0.35628704
2025-07-09,3881.7630,2786.5890,1095.1740,0.39301598
2025-07-10,2569.3290,3881.7630,-1312.4340,-0.33810256
2025-07-11,3389.9530,2569.3290,820.6240,0.31939234
2025-07-12,3343.3900,3389.9530,-46.5630,-0.01373559
2025-07-13,3482.6370,3343.3900,139.2470,0.04164845
2025-07-14,2846.4120,3482.6370,-636.2250,-0.18268484
2025-07-15,3361.8350,2846.4120,515.4230,0.18107814
2025-07-16,3940.3450,3361.8350,578.5100,0.17208162
2025-07-17,3177.4530,3940.3450,-762.8920,-0.19361046
2025-07-18,3360.2710,3177.4530,182.8180,0.05753602
2025-07-19,3079.9920,3360.2710,-280.2790,-0.08340964
2025-07-20,4389.6210,3079.9920,1309.6290,0.42520533
2025-07-21,3744.2840,4389.6210,-645.3370,-0.14701429
2025-07-22,3585.3340,3744.2840,-158.9500,-0.04245137
2025-07-23,3333.1390,3585.3340,-252.1950,-0.07034073
2025-07-24,2769.8100,3333.1390,-563.3290,-0.16900855
2025-07-25,4186.1650,2769.8100,1416.3550,0.51135457
2025-07-26,3469.8020,4186.1650,-716.3630,-0.17112632
2025-07-27,3897.2670,3469.8020,427.4650,0.12319579
2025-07-28,2562.4780,3897.2670,-1334.7890,-0.34249360
2025-07-29,3462.0330,2562.4780,899.5550,0.35104887
2025-07-30,2912.5590,3462.0330,-549.4740,-0.15871426
