transaction_id,ing_id,transaction_date,transaction_type,change_qty,supplier_id,previous_receipt_date,order_burst_days
txn03201,ing012,2023-12-18,PURCHASE_ORDER,10,sup003,2023-12-10,8
txn03341,ing012,2023-12-31,PURCHASE_ORDER,10,sup003,2023-12-21,10
txn03451,ing012,2024-01-10,PURCHASE_ORDER,10,sup003,2024-01-03,7
txn03594,ing012,2024-01-23,PURCHASE_ORDER,10,sup003,2024-01-13,10
txn03732,ing012,2024-02-05,PURCHASE_ORDER,10,sup003,2024-01-26,10
txn03849,ing012,2024-02-16,PURCHASE_ORDER,10,sup003,2024-02-08,8
txn04002,ing012,2024-03-02,PURCHASE_ORDER,10,sup003,2024-02-19,12
txn04145,ing012,2024-03-15,PURCHASE_ORDER,10,sup003,2024-03-05,10
txn04272,ing012,2024-03-27,PURCHASE_ORDER,10,sup003,2024-03-18,9
txn04445,ing012,2024-04-12,PURCHASE_ORDER,10,sup003,2024-03-30,13
txn04613,ing012,2024-04-28,PURCHASE_ORDER,10,sup003,2024-04-15,13
txn04791,ing012,2024-05-15,PURCHASE_ORDER,10,sup003,2024-05-01,14
txn04927,ing012,2024-05-28,PURCHASE_ORDER,10,sup003,2024-05-18,10
txn05039,ing012,2024-06-09,PURCHASE_ORDER,10,sup003,2024-05-31,9
txn05216,ing012,2024-06-25,PURCHASE_ORDER,10,sup003,2024-06-12,13
txn05316,ing012,2024-07-06,PURCHASE_ORDER,10,sup003,2024-06-28,8
txn05447,ing012,2024-07-18,PURCHASE_ORDER,10,sup003,2024-07-09,9
txn05621,ing012,2024-08-04,PURCHASE_ORDER,10,sup003,2024-07-21,14
txn05752,ing012,2024-08-17,PURCHASE_ORDER,11,sup003,2024-08-07,10
txn05896,ing012,2024-08-31,PURCHASE_ORDER,10,sup003,2024-08-20,11
txn06035,ing012,2024-09-14,PURCHASE_ORDER,10,sup003,2024-09-03,11
txn06231,ing012,2024-10-04,PURCHASE_ORDER,10,sup003,2024-09-17,17
txn06362,ing012,2024-10-18,PURCHASE_ORDER,10,sup003,2024-10-07,11
txn06499,ing012,2024-10-31,PURCHASE_ORDER,10,sup003,2024-10-21,10
txn06634,ing012,2024-11-14,PURCHASE_ORDER,10,sup003,2024-11-03,11
txn06789,ing012,2024-11-29,PURCHASE_ORDER,10,sup003,2024-11-17,12
txn06888,ing012,2024-12-10,PURCHASE_ORDER,10,sup003,2024-12-02,8
txn07078,ing012,2024-12-29,PURCHASE_ORDER,10,sup003,2024-12-13,16
txn07223,ing012,2025-01-12,PURCHASE_ORDER,10,sup003,2025-01-01,11
txn07346,ing012,2025-01-23,PURCHASE_ORDER,10,sup003,2025-01-15,8
txn07492,ing012,2025-02-05,PURCHASE_ORDER,10,sup003,2025-01-26,10
txn07635,ing012,2025-02-19,PURCHASE_ORDER,10,sup003,2025-02-08,11
txn07753,ing012,2025-03-02,PURCHASE_ORDER,10,sup003,2025-02-22,8
txn07873,ing012,2025-03-13,PURCHASE_ORDER,10,sup003,2025-03-05,8
txn08032,ing012,2025-03-27,PURCHASE_ORDER,10,sup003,2025-03-16,11
txn08142,ing012,2025-04-06,PURCHASE_ORDER,10,sup003,2025-03-30,7
txn08294,ing012,2025-04-22,PURCHASE_ORDER,10,sup003,2025-04-09,13
txn08419,ing012,2025-05-05,PURCHASE_ORDER,10,sup003,2025-04-25,10
txn08553,ing012,2025-05-19,PURCHASE_ORDER,10,sup003,2025-05-08,11
txn08665,ing012,2025-05-30,PURCHASE_ORDER,10,sup003,2025-05-22,8
txn08793,ing012,2025-06-11,PURCHASE_ORDER,10,sup003,2025-06-02,9
txn08955,ing012,2025-06-28,PURCHASE_ORDER,10,sup003,2025-06-14,14
txn09081,ing012,2025-07-11,PURCHASE_ORDER,10,sup003,2025-07-01,10
txn09211,ing012,2025-07-22,PURCHASE_ORDER,10,sup003,2025-07-14,8
txn09328,ing012,2025-08-03,PURCHASE_ORDER,11,sup003,2025-07-25,9
txn09484,ing012,2025-08-17,PURCHASE_ORDER,10,sup003,2025-08-06,11
txn09679,ing012,2025-09-04,PURCHASE_ORDER,10,sup003,2025-08-20,15
txn09796,ing012,2025-09-16,PURCHASE_ORDER,10,sup003,2025-09-07,9
txn09925,ing012,2025-09-28,PURCHASE_ORDER,10,sup003,2025-09-19,9
txn10050,ing012,2025-10-10,PURCHASE_ORDER,10,sup003,2025-10-01,9
txn10177,ing012,2025-10-21,PURCHASE_ORDER,11,sup003,2025-10-13,8
txn00205,ing013,2023-03-11,PURCHASE_ORDER,7,sup002,2023-02-28,11
txn00378,ing013,2023-03-28,PURCHASE_ORDER,7,sup007,2023-03-13,15
txn00529,ing013,2023-04-10,PURCHASE_ORDER,7,sup007,2023-03-31,10
txn00684,ing013,2023-04-25,PURCHASE_ORDER,7,sup007,2023-04-13,12
txn01000,ing013,2023-05-26,PURCHASE_ORDER,7,sup007,2023-04-28,28
txn01185,ing013,2023-06-12,PURCHASE_ORDER,7,sup002,2023-05-29,14
txn01378,ing013,2023-06-30,PURCHASE_ORDER,7,sup007,2023-06-14,16
txn01579,ing013,2023-07-18,PURCHASE_ORDER,7,sup007,2023-07-03,15
txn01764,ing013,2023-08-04,PURCHASE_ORDER,7,sup007,2023-07-21,14
txn02029,ing013,2023-08-30,PURCHASE_ORDER,7,sup007,2023-08-07,23
txn02225,ing013,2023-09-17,PURCHASE_ORDER,7,sup002,2023-09-02,15
txn02382,ing013,2023-10-02,PURCHASE_ORDER,7,sup007,2023-09-19,13
txn02602,ing013,2023-10-22,PURCHASE_ORDER,7,sup007,2023-10-05,17
txn02817,ing013,2023-11-12,PURCHASE_ORDER,7,sup007,2023-10-25,18
txn03064,ing013,2023-12-05,PURCHASE_ORDER,7,sup002,2023-11-15,20
txn03357,ing013,2024-01-01,PURCHASE_ORDER,7,sup002,2023-12-07,25
txn03536,ing013,2024-01-18,PURCHASE_ORDER,7,sup002,2024-01-03,15
txn03694,ing013,2024-02-01,PURCHASE_ORDER,7,sup007,2024-01-20,12
txn03832,ing013,2024-02-15,PURCHASE_ORDER,7,sup007,2024-02-04,11
txn04045,ing013,2024-03-06,PURCHASE_ORDER,7,sup007,2024-02-18,17
txn04218,ing013,2024-03-22,PURCHASE_ORDER,7,sup007,2024-03-09,13
txn04362,ing013,2024-04-04,PURCHASE_ORDER,7,sup002,2024-03-25,10
txn04579,ing013,2024-04-25,PURCHASE_ORDER,7,sup007,2024-04-06,19
txn04802,ing013,2024-05-16,PURCHASE_ORDER,7,sup007,2024-04-28,18
txn04928,ing013,2024-05-28,PURCHASE_ORDER,7,sup002,2024-05-19,9
txn05167,ing013,2024-06-20,PURCHASE_ORDER,7,sup007,2024-05-30,21
txn05357,ing013,2024-07-09,PURCHASE_ORDER,7,sup007,2024-06-23,16
txn05599,ing013,2024-08-02,PURCHASE_ORDER,7,sup007,2024-07-12,21
txn05776,ing013,2024-08-19,PURCHASE_ORDER,7,sup002,2024-08-05,14
txn05964,ing013,2024-09-07,PURCHASE_ORDER,7,sup007,2024-08-21,17
txn06117,ing013,2024-09-23,PURCHASE_ORDER,7,sup007,2024-09-10,13
txn06344,ing013,2024-10-16,PURCHASE_ORDER,7,sup002,2024-09-26,20
txn06500,ing013,2024-10-31,PURCHASE_ORDER,7,sup007,2024-10-18,13
txn06669,ing013,2024-11-17,PURCHASE_ORDER,7,sup007,2024-11-03,14
txn07047,ing013,2024-12-26,PURCHASE_ORDER,7,sup007,2024-11-20,36
txn07258,ing013,2025-01-15,PURCHASE_ORDER,7,sup007,2024-12-29,17
txn07451,ing013,2025-02-01,PURCHASE_ORDER,7,sup002,2025-01-18,14
txn07612,ing013,2025-02-17,PURCHASE_ORDER,7,sup002,2025-02-03,14
txn07795,ing013,2025-03-06,PURCHASE_ORDER,7,sup002,2025-02-19,15
txn07990,ing013,2025-03-24,PURCHASE_ORDER,7,sup002,2025-03-08,16
txn08094,ing013,2025-04-02,PURCHASE_ORDER,7,sup002,2025-03-26,7
txn08262,ing013,2025-04-19,PURCHASE_ORDER,7,sup002,2025-04-04,15
txn08536,ing013,2025-05-17,PURCHASE_ORDER,7,sup007,2025-04-21,26
txn08752,ing013,2025-06-07,PURCHASE_ORDER,7,sup002,2025-05-20,18
txn08900,ing013,2025-06-22,PURCHASE_ORDER,7,sup007,2025-06-09,13
txn09181,ing013,2025-07-20,PURCHASE_ORDER,7,sup002,2025-06-25,25
txn09264,ing013,2025-07-27,PURCHASE_ORDER,7,sup007,2025-07-22,5
txn09467,ing013,2025-08-16,PURCHASE_ORDER,7,sup007,2025-07-30,17
txn09668,ing013,2025-09-03,PURCHASE_ORDER,7,sup007,2025-08-19,15
txn09836,ing013,2025-09-19,PURCHASE_ORDER,7,sup002,2025-09-06,13
txn10095,ing013,2025-10-14,PURCHASE_ORDER,7,sup002,2025-09-21,23
txn00039,ing014,2023-02-23,PURCHASE_ORDER,5,sup004,2023-02-22,1
txn00081,ing014,2023-02-27,PURCHASE_ORDER,5,sup004,2023-02-25,2
txn00120,ing014,2023-03-03,PURCHASE_ORDER,6,sup004,2023-03-01,2
txn00161,ing014,2023-03-07,PURCHASE_ORDER,5,sup004,2023-03-05,2
txn00206,ing014,2023-03-11,PURCHASE_ORDER,5,sup004,2023-03-09,2
txn00244,ing014,2023-03-15,PURCHASE_ORDER,6,sup004,2023-03-13,2
txn00301,ing014,2023-03-21,PURCHASE_ORDER,6,sup004,2023-03-17,4
txn00354,ing014,2023-03-26,PURCHASE_ORDER,6,sup004,2023-03-23,3
txn00389,ing014,2023-03-29,PURCHASE_ORDER,5,sup004,2023-03-28,1
txn00448,ing014,2023-04-03,PURCHASE_ORDER,6,sup004,2023-03-31,3
txn00481,ing014,2023-04-06,PURCHASE_ORDER,5,sup004,2023-04-05,1
txn00519,ing014,2023-04-09,PURCHASE_ORDER,5,sup004,2023-04-08,1
txn00610,ing014,2023-04-18,PURCHASE_ORDER,6,sup004,2023-04-11,7
txn00664,ing014,2023-04-23,PURCHASE_ORDER,6,sup004,2023-04-20,3
txn00712,ing014,2023-04-28,PURCHASE_ORDER,5,sup004,2023-04-25,3
txn00744,ing014,2023-05-01,PURCHASE_ORDER,5,sup004,2023-04-30,1
txn00784,ing014,2023-05-05,PURCHASE_ORDER,5,sup004,2023-05-03,2
txn00834,ing014,2023-05-09,PURCHASE_ORDER,5,sup004,2023-05-07,2
txn00865,ing014,2023-05-13,PURCHASE_ORDER,5,sup004,2023-05-11,2
txn00920,ing014,2023-05-18,PURCHASE_ORDER,5,sup004,2023-05-15,3
txn00976,ing014,2023-05-24,PURCHASE_ORDER,5,sup004,2023-05-20,4
txn01035,ing014,2023-05-30,PURCHASE_ORDER,5,sup004,2023-05-26,4
txn01110,ing014,2023-06-05,PURCHASE_ORDER,7,sup004,2023-06-01,4
txn01163,ing014,2023-06-10,PURCHASE_ORDER,6,sup004,2023-06-07,3
txn01228,ing014,2023-06-16,PURCHASE_ORDER,5,sup004,2023-06-12,4
txn01262,ing014,2023-06-19,PURCHASE_ORDER,5,sup004,2023-06-18,1
txn01297,ing014,2023-06-22,PURCHASE_ORDER,5,sup004,2023-06-21,1
txn01355,ing014,2023-06-28,PURCHASE_ORDER,6,sup004,2023-06-24,4
txn01399,ing014,2023-07-02,PURCHASE_ORDER,5,sup004,2023-06-30,2
txn01443,ing014,2023-07-07,PURCHASE_ORDER,5,sup004,2023-07-04,3
txn01479,ing014,2023-07-10,PURCHASE_ORDER,5,sup004,2023-07-09,1
txn01532,ing014,2023-07-14,PURCHASE_ORDER,6,sup004,2023-07-12,2
txn01597,ing014,2023-07-20,PURCHASE_ORDER,5,sup004,2023-07-16,4
txn01675,ing014,2023-07-27,PURCHASE_ORDER,5,sup004,2023-07-22,5
txn01753,ing014,2023-08-03,PURCHASE_ORDER,5,sup004,2023-07-29,5
txn01807,ing014,2023-08-08,PURCHASE_ORDER,5,sup004,2023-08-05,3
txn01836,ing014,2023-08-11,PURCHASE_ORDER,5,sup004,2023-08-10,1
txn01863,ing014,2023-08-14,PURCHASE_ORDER,5,sup004,2023-08-13,1
txn01910,ing014,2023-08-19,PURCHASE_ORDER,5,sup004,2023-08-16,3
txn01952,ing014,2023-08-23,PURCHASE_ORDER,5,sup004,2023-08-21,2
txn01997,ing014,2023-08-27,PURCHASE_ORDER,5,sup004,2023-08-25,2
txn02065,ing014,2023-09-02,PURCHASE_ORDER,6,sup004,2023-08-29,4
txn02097,ing014,2023-09-05,PURCHASE_ORDER,5,sup004,2023-09-04,1
txn02131,ing014,2023-09-08,PURCHASE_ORDER,5,sup004,2023-09-07,1
txn02188,ing014,2023-09-13,PURCHASE_ORDER,5,sup004,2023-09-10,3
txn02235,ing014,2023-09-18,PURCHASE_ORDER,5,sup004,2023-09-15,3
txn02335,ing014,2023-09-28,PURCHASE_ORDER,5,sup004,2023-09-20,8
txn02407,ing014,2023-10-04,PURCHASE_ORDER,5,sup004,2023-09-30,4
txn02464,ing014,2023-10-09,PURCHASE_ORDER,5,sup004,2023-10-06,3
txn02509,ing014,2023-10-13,PURCHASE_ORDER,5,sup004,2023-10-11,2
txn02548,ing014,2023-10-17,PURCHASE_ORDER,5,sup004,2023-10-15,2
txn02580,ing014,2023-10-20,PURCHASE_ORDER,5,sup004,2023-10-19,1
txn02648,ing014,2023-10-26,PURCHASE_ORDER,5,sup004,2023-10-22,4
txn02699,ing014,2023-10-31,PURCHASE_ORDER,5,sup004,2023-10-28,3
txn02761,ing014,2023-11-06,PURCHASE_ORDER,5,sup004,2023-11-02,4
txn02818,ing014,2023-11-12,PURCHASE_ORDER,5,sup004,2023-11-08,4
txn02879,ing014,2023-11-18,PURCHASE_ORDER,5,sup004,2023-11-14,4
txn02909,ing014,2023-11-21,PURCHASE_ORDER,5,sup004,2023-11-20,1
txn02961,ing014,2023-11-26,PURCHASE_ORDER,5,sup004,2023-11-23,3
txn02995,ing014,2023-11-29,PURCHASE_ORDER,5,sup004,2023-11-28,1
txn03028,ing014,2023-12-02,PURCHASE_ORDER,6,sup004,2023-12-01,1
txn03065,ing014,2023-12-05,PURCHASE_ORDER,6,sup004,2023-12-04,1
txn03108,ing014,2023-12-09,PURCHASE_ORDER,5,sup004,2023-12-07,2
txn03175,ing014,2023-12-15,PURCHASE_ORDER,6,sup004,2023-12-11,4
txn03224,ing014,2023-12-20,PURCHASE_ORDER,5,sup004,2023-12-17,3
txn03264,ing014,2023-12-24,PURCHASE_ORDER,6,sup004,2023-12-22,2
txn03311,ing014,2023-12-28,PURCHASE_ORDER,5,sup004,2023-12-26,2
txn03358,ing014,2024-01-01,PURCHASE_ORDER,6,sup004,2023-12-30,2
txn03438,ing014,2024-01-09,PURCHASE_ORDER,6,sup004,2024-01-03,6
txn03527,ing014,2024-01-17,PURCHASE_ORDER,6,sup004,2024-01-11,6
txn03581,ing014,2024-01-22,PURCHASE_ORDER,5,sup004,2024-01-19,3
txn03626,ing014,2024-01-26,PURCHASE_ORDER,5,sup004,2024-01-24,2
txn03674,ing014,2024-01-30,PURCHASE_ORDER,5,sup004,2024-01-28,2
txn03749,ing014,2024-02-06,PURCHASE_ORDER,5,sup004,2024-02-01,5
txn03780,ing014,2024-02-10,PURCHASE_ORDER,5,sup004,2024-02-08,2
txn03824,ing014,2024-02-14,PURCHASE_ORDER,5,sup004,2024-02-12,2
txn03860,ing014,2024-02-17,PURCHASE_ORDER,6,sup004,2024-02-16,1
txn03888,ing014,2024-02-19,PURCHASE_ORDER,5,sup004,2024-02-16,3
txn03959,ing014,2024-02-26,PURCHASE_ORDER,5,sup004,2024-02-21,5
txn03980,ing014,2024-02-29,PURCHASE_ORDER,5,sup004,2024-02-28,1
txn04046,ing014,2024-03-06,PURCHASE_ORDER,6,sup004,2024-03-02,4
txn04096,ing014,2024-03-11,PURCHASE_ORDER,5,sup004,2024-03-08,3
txn04133,ing014,2024-03-14,PURCHASE_ORDER,5,sup004,2024-03-13,1
txn04195,ing014,2024-03-20,PURCHASE_ORDER,6,sup004,2024-03-16,4
txn04230,ing014,2024-03-23,PURCHASE_ORDER,6,sup004,2024-03-22,1
txn04273,ing014,2024-03-27,PURCHASE_ORDER,5,sup004,2024-03-25,2
txn04329,ing014,2024-04-01,PURCHASE_ORDER,5,sup004,2024-03-29,3
txn04384,ing014,2024-04-06,PURCHASE_ORDER,5,sup004,2024-04-03,3
txn04446,ing014,2024-04-12,PURCHASE_ORDER,5,sup004,2024-04-08,4
txn04506,ing014,2024-04-18,PURCHASE_ORDER,5,sup004,2024-04-14,4
txn04546,ing014,2024-04-22,PURCHASE_ORDER,5,sup004,2024-04-20,2
txn04601,ing014,2024-04-27,PURCHASE_ORDER,5,sup004,2024-04-24,3
txn04633,ing014,2024-04-30,PURCHASE_ORDER,5,sup004,2024-04-29,1
txn04699,ing014,2024-05-06,PURCHASE_ORDER,6,sup004,2024-05-02,4
txn04748,ing014,2024-05-11,PURCHASE_ORDER,6,sup004,2024-05-08,3
txn04792,ing014,2024-05-15,PURCHASE_ORDER,5,sup004,2024-05-13,2
txn04848,ing014,2024-05-20,PURCHASE_ORDER,5,sup004,2024-05-17,3
txn04911,ing014,2024-05-27,PURCHASE_ORDER,5,sup004,2024-05-22,5
txn04955,ing014,2024-05-31,PURCHASE_ORDER,6,sup004,2024-05-29,2
txn05013,ing014,2024-06-06,PURCHASE_ORDER,5,sup004,2024-06-02,4
txn05052,ing014,2024-06-10,PURCHASE_ORDER,5,sup004,2024-06-08,2
txn05081,ing014,2024-06-13,PURCHASE_ORDER,5,sup004,2024-06-12,1
txn05115,ing014,2024-06-16,PURCHASE_ORDER,5,sup004,2024-06-15,1
txn05168,ing014,2024-06-20,PURCHASE_ORDER,5,sup004,2024-06-18,2
txn05205,ing014,2024-06-24,PURCHASE_ORDER,5,sup004,2024-06-22,2
txn05259,ing014,2024-06-30,PURCHASE_ORDER,6,sup004,2024-06-26,4
txn05317,ing014,2024-07-06,PURCHASE_ORDER,6,sup004,2024-07-02,4
txn05394,ing014,2024-07-12,PURCHASE_ORDER,5,sup004,2024-07-08,4
txn05448,ing014,2024-07-18,PURCHASE_ORDER,5,sup004,2024-07-14,4
txn05508,ing014,2024-07-23,PURCHASE_ORDER,5,sup004,2024-07-20,3
txn05530,ing014,2024-07-26,PURCHASE_ORDER,6,sup004,2024-07-25,1
txn05575,ing014,2024-07-30,PURCHASE_ORDER,5,sup004,2024-07-28,2
txn05600,ing014,2024-08-02,PURCHASE_ORDER,5,sup004,2024-08-01,1
txn05654,ing014,2024-08-07,PURCHASE_ORDER,7,sup004,2024-08-04,3
txn05699,ing014,2024-08-12,PURCHASE_ORDER,5,sup004,2024-08-09,3
txn05753,ing014,2024-08-17,PURCHASE_ORDER,5,sup004,2024-08-14,3
txn05802,ing014,2024-08-21,PURCHASE_ORDER,5,sup004,2024-08-19,2
txn05831,ing014,2024-08-24,PURCHASE_ORDER,6,sup004,2024-08-23,1
txn05875,ing014,2024-08-28,PURCHASE_ORDER,5,sup004,2024-08-26,2
txn05910,ing014,2024-09-01,PURCHASE_ORDER,5,sup004,2024-08-30,2
txn05977,ing014,2024-09-08,PURCHASE_ORDER,5,sup004,2024-09-03,5
txn06002,ing014,2024-09-11,PURCHASE_ORDER,5,sup004,2024-09-10,1
txn06060,ing014,2024-09-17,PURCHASE_ORDER,5,sup004,2024-09-13,4
txn06107,ing014,2024-09-22,PURCHASE_ORDER,5,sup004,2024-09-19,3
txn06180,ing014,2024-09-29,PURCHASE_ORDER,6,sup004,2024-09-24,5
txn06218,ing014,2024-10-03,PURCHASE_ORDER,5,sup004,2024-10-01,2
txn06282,ing014,2024-10-09,PURCHASE_ORDER,6,sup004,2024-10-05,4
txn06330,ing014,2024-10-15,PURCHASE_ORDER,5,sup004,2024-10-11,4
txn06363,ing014,2024-10-18,PURCHASE_ORDER,5,sup004,2024-10-17,1
txn06403,ing014,2024-10-21,PURCHASE_ORDER,5,sup004,2024-10-20,1
txn06444,ing014,2024-10-25,PURCHASE_ORDER,5,sup004,2024-10-23,2
txn06476,ing014,2024-10-28,PURCHASE_ORDER,5,sup004,2024-10-27,1
txn06530,ing014,2024-11-03,PURCHASE_ORDER,5,sup004,2024-10-30,4
txn06559,ing014,2024-11-06,PURCHASE_ORDER,6,sup004,2024-11-05,1
txn06646,ing014,2024-11-15,PURCHASE_ORDER,5,sup004,2024-11-08,7
txn06670,ing014,2024-11-17,PURCHASE_ORDER,5,sup004,2024-11-08,9
txn06721,ing014,2024-11-22,PURCHASE_ORDER,5,sup004,2024-11-19,3
txn06761,ing014,2024-11-27,PURCHASE_ORDER,6,sup004,2024-11-24,3
txn06804,ing014,2024-12-01,PURCHASE_ORDER,5,sup004,2024-11-29,2
txn06862,ing014,2024-12-07,PURCHASE_ORDER,5,sup004,2024-12-03,4
txn06920,ing014,2024-12-13,PURCHASE_ORDER,5,sup004,2024-12-09,4
txn06959,ing014,2024-12-17,PURCHASE_ORDER,5,sup004,2024-12-15,2
txn06998,ing014,2024-12-21,PURCHASE_ORDER,5,sup004,2024-12-19,2
txn07048,ing014,2024-12-26,PURCHASE_ORDER,5,sup004,2024-12-23,3
txn07086,ing014,2024-12-30,PURCHASE_ORDER,5,sup004,2024-12-28,2
txn07154,ing014,2025-01-05,PURCHASE_ORDER,5,sup004,2025-01-01,4
txn07224,ing014,2025-01-12,PURCHASE_ORDER,6,sup004,2025-01-07,5
txn07268,ing014,2025-01-16,PURCHASE_ORDER,5,sup004,2025-01-14,2
txn07297,ing014,2025-01-19,PURCHASE_ORDER,5,sup004,2025-01-18,1
txn07347,ing014,2025-01-23,PURCHASE_ORDER,5,sup004,2025-01-21,2
txn07392,ing014,2025-01-27,PURCHASE_ORDER,6,sup004,2025-01-25,2
txn07442,ing014,2025-01-31,PURCHASE_ORDER,6,sup004,2025-01-29,2
txn07493,ing014,2025-02-05,PURCHASE_ORDER,5,sup004,2025-02-02,3
txn07557,ing014,2025-02-11,PURCHASE_ORDER,6,sup004,2025-02-07,4
txn07603,ing014,2025-02-16,PURCHASE_ORDER,5,sup004,2025-02-13,3
txn07644,ing014,2025-02-20,PURCHASE_ORDER,7,sup004,2025-02-18,2
txn07713,ing014,2025-02-26,PURCHASE_ORDER,7,sup004,2025-02-22,4
txn07754,ing014,2025-03-02,PURCHASE_ORDER,5,sup004,2025-02-28,2
txn07805,ing014,2025-03-07,PURCHASE_ORDER,5,sup004,2025-03-04,3
txn07837,ing014,2025-03-10,PURCHASE_ORDER,5,sup004,2025-03-09,1
txn07889,ing014,2025-03-14,PURCHASE_ORDER,5,sup004,2025-03-12,2
txn07930,ing014,2025-03-18,PURCHASE_ORDER,6,sup004,2025-03-16,2
txn07961,ing014,2025-03-21,PURCHASE_ORDER,5,sup004,2025-03-20,1
txn08000,ing014,2025-03-25,PURCHASE_ORDER,5,sup004,2025-03-23,2
txn08050,ing014,2025-03-29,PURCHASE_ORDER,6,sup004,2025-03-27,2
txn08104,ing014,2025-04-03,PURCHASE_ORDER,7,sup004,2025-03-31,3
txn08173,ing014,2025-04-09,PURCHASE_ORDER,5,sup004,2025-04-05,4
txn08214,ing014,2025-04-14,PURCHASE_ORDER,6,sup004,2025-04-11,3
txn08295,ing014,2025-04-22,PURCHASE_ORDER,6,sup004,2025-04-16,6
txn08355,ing014,2025-04-28,PURCHASE_ORDER,5,sup004,2025-04-24,4
txn08420,ing014,2025-05-05,PURCHASE_ORDER,6,sup004,2025-04-30,5
txn08456,ing014,2025-05-09,PURCHASE_ORDER,6,sup004,2025-05-07,2
txn08500,ing014,2025-05-14,PURCHASE_ORDER,6,sup004,2025-05-11,3
txn08554,ing014,2025-05-19,PURCHASE_ORDER,6,sup004,2025-05-16,3
txn08618,ing014,2025-05-25,PURCHASE_ORDER,6,sup004,2025-05-21,4
txn08672,ing014,2025-05-31,PURCHASE_ORDER,5,sup004,2025-05-27,4
txn08753,ing014,2025-06-07,PURCHASE_ORDER,6,sup004,2025-06-02,5
txn08803,ing014,2025-06-12,PURCHASE_ORDER,5,sup004,2025-06-09,3
txn08847,ing014,2025-06-17,PURCHASE_ORDER,5,sup004,2025-06-14,3
txn08891,ing014,2025-06-21,PURCHASE_ORDER,6,sup004,2025-06-19,2
txn08920,ing014,2025-06-25,PURCHASE_ORDER,5,sup004,2025-06-23,2
txn08966,ing014,2025-06-29,PURCHASE_ORDER,6,sup004,2025-06-27,2
txn09012,ing014,2025-07-04,PURCHASE_ORDER,5,sup004,2025-07-01,3
txn09076,ing014,2025-07-10,PURCHASE_ORDER,5,sup004,2025-07-06,4
txn09136,ing014,2025-07-16,PURCHASE_ORDER,6,sup004,2025-07-12,4
txn09182,ing014,2025-07-20,PURCHASE_ORDER,5,sup004,2025-07-18,2
txn09233,ing014,2025-07-24,PURCHASE_ORDER,5,sup004,2025-07-22,2
txn09286,ing014,2025-07-29,PURCHASE_ORDER,5,sup004,2025-07-26,3
txn09329,ing014,2025-08-03,PURCHASE_ORDER,5,sup004,2025-07-31,3
txn09384,ing014,2025-08-08,PURCHASE_ORDER,5,sup004,2025-08-05,3
txn09459,ing014,2025-08-15,PURCHASE_ORDER,5,sup004,2025-08-10,5
txn09510,ing014,2025-08-19,PURCHASE_ORDER,6,sup004,2025-08-17,2
txn09561,ing014,2025-08-23,PURCHASE_ORDER,6,sup004,2025-08-21,2
txn09597,ing014,2025-08-27,PURCHASE_ORDER,5,sup004,2025-08-25,2
txn09638,ing014,2025-08-31,PURCHASE_ORDER,5,sup004,2025-08-29,2
txn09721,ing014,2025-09-08,PURCHASE_ORDER,6,sup004,2025-09-02,6
txn09776,ing014,2025-09-14,PURCHASE_ORDER,5,sup004,2025-09-10,4
txn09807,ing014,2025-09-17,PURCHASE_ORDER,7,sup004,2025-09-16,1
txn09880,ing014,2025-09-23,PURCHASE_ORDER,6,sup004,2025-09-19,4
txn09926,ing014,2025-09-28,PURCHASE_ORDER,5,sup004,2025-09-25,3
txn09999,ing014,2025-10-05,PURCHASE_ORDER,5,sup004,2025-09-30,5
txn10061,ing014,2025-10-11,PURCHASE_ORDER,6,sup004,2025-10-07,4
txn10117,ing014,2025-10-16,PURCHASE_ORDER,5,sup004,2025-10-13,3
txn10195,ing014,2025-10-23,PURCHASE_ORDER,5,sup004,2025-10-18,5
txn00355,ing015,2023-03-26,PURCHASE_ORDER,8,sup002,2023-03-09,17
txn00510,ing015,2023-04-08,PURCHASE_ORDER,8,sup002,2023-03-29,10
txn00695,ing015,2023-04-26,PURCHASE_ORDER,8,sup002,2023-04-11,15
txn01100,ing015,2023-06-04,PURCHASE_ORDER,8,sup004,2023-04-29,36
txn01282,ing015,2023-06-21,PURCHASE_ORDER,8,sup002,2023-06-07,14
txn01506,ing015,2023-07-12,PURCHASE_ORDER,8,sup002,2023-06-24,18
txn01844,ing015,2023-08-12,PURCHASE_ORDER,8,sup004,2023-07-15,28
txn02066,ing015,2023-09-02,PURCHASE_ORDER,8,sup002,2023-08-15,18
txn02361,ing015,2023-09-30,PURCHASE_ORDER,8,sup002,2023-09-05,25
txn02623,ing015,2023-10-24,PURCHASE_ORDER,8,sup002,2023-10-03,21
txn02996,ing015,2023-11-29,PURCHASE_ORDER,8,sup004,2023-10-27,33
txn03109,ing015,2023-12-09,PURCHASE_ORDER,8,sup004,2023-12-02,7
txn03265,ing015,2023-12-24,PURCHASE_ORDER,8,sup002,2023-12-12,12
txn03439,ing015,2024-01-09,PURCHASE_ORDER,8,sup004,2023-12-27,13
txn03768,ing015,2024-02-08,PURCHASE_ORDER,8,sup004,2024-01-12,27
txn03981,ing015,2024-02-29,PURCHASE_ORDER,8,sup002,2024-02-11,18
txn04134,ing015,2024-03-14,PURCHASE_ORDER,8,sup002,2024-03-03,11
txn04320,ing015,2024-03-31,PURCHASE_ORDER,8,sup004,2024-03-17,14
