latitude,longitude,postal_fsa,delivery_city,fulfilment_type,total_orders
43.628475,-79.497679,M8Y,Etobicoke,"In-Store Pickup",9
43.628475,-79.497679,M8Y,Etobicoke,"Home Delivery",13
43.628480,-79.496902,M8Y,Etobicoke,"In-Store Pickup",11
43.628480,-79.496902,M8Y,Etobicoke,"Home Delivery",8
43.628483,-79.499293,M8Y,Etobicoke,"In-Store Pickup",19
43.628483,-79.499293,M8Y,Etobicoke,"Home Delivery",14
43.628520,-79.494004,M8Y,Etobicoke,"In-Store Pickup",17
43.628520,-79.494004,M8Y,Etobicoke,"Home Delivery",11
43.628663,-79.502649,M8Y,Etobicoke,"In-Store Pickup",8
43.628663,-79.502649,M8Y,Etobicoke,"Home Delivery",6
43.628997,-79.497013,M8Y,Etobicoke,"In-Store Pickup",10
43.628997,-79.497013,M8Y,Etobicoke,"Home Delivery",14
43.629067,-79.498997,M8Y,Etobicoke,"In-Store Pickup",15
43.629067,-79.498997,M8Y,Etobicoke,"Home Delivery",9
43.629082,-79.497356,M8Y,Etobicoke,"In-Store Pickup",9
43.629082,-79.497356,M8Y,Etobicoke,"Home Delivery",13
43.629182,-79.494590,M8Y,Etobicoke,"In-Store Pickup",10
43.629182,-79.494590,M8Y,Etobicoke,"Home Delivery",8
43.629279,-79.495526,M8Y,Etobicoke,"In-Store Pickup",10
43.629279,-79.495526,M8Y,Etobicoke,"Home Delivery",16
43.629379,-79.502390,M8Y,Etobicoke,"In-Store Pickup",16
43.629379,-79.502390,M8Y,Etobicoke,"Home Delivery",10
43.629405,-79.499640,M8Y,Etobicoke,"In-Store Pickup",12
43.629405,-79.499640,M8Y,Etobicoke,"Home Delivery",9
43.629569,-79.494311,M8Y,Etobicoke,"In-Store Pickup",10
43.629569,-79.494311,M8Y,Etobicoke,"Home Delivery",9
43.629699,-79.500226,M8Y,Etobicoke,"In-Store Pickup",10
43.629699,-79.500226,M8Y,Etobicoke,"Home Delivery",8
43.629818,-79.496699,M8Y,Etobicoke,"In-Store Pickup",8
43.629818,-79.496699,M8Y,Etobicoke,"Home Delivery",19
43.629839,-79.495618,M8Y,Etobicoke,"In-Store Pickup",8
43.629839,-79.495618,M8Y,Etobicoke,"Home Delivery",17
43.629876,-79.502009,M8Y,Etobicoke,"In-Store Pickup",15
43.629876,-79.502009,M8Y,Etobicoke,"Home Delivery",13
43.630017,-79.501149,M8Y,Etobicoke,"In-Store Pickup",14
43.630017,-79.501149,M8Y,Etobicoke,"Home Delivery",4
43.630075,-79.501678,M8Y,Etobicoke,"In-Store Pickup",9
43.630075,-79.501678,M8Y,Etobicoke,"Home Delivery",12
43.630204,-79.496106,M8Y,Etobicoke,"In-Store Pickup",11
43.630204,-79.496106,M8Y,Etobicoke,"Home Delivery",12
43.630223,-79.498698,M8Y,Etobicoke,"In-Store Pickup",10
43.630223,-79.498698,M8Y,Etobicoke,"Home Delivery",15
43.630290,-79.500148,M8Y,Etobicoke,"In-Store Pickup",5
43.630290,-79.500148,M8Y,Etobicoke,"Home Delivery",5
43.630297,-79.496177,M8Y,Etobicoke,"In-Store Pickup",12
43.630297,-79.496177,M8Y,Etobicoke,"Home Delivery",7
43.630333,-79.494888,M8Y,Etobicoke,"In-Store Pickup",9
43.630333,-79.494888,M8Y,Etobicoke,"Home Delivery",8
43.630360,-79.500163,M8Y,Etobicoke,"In-Store Pickup",12
43.630360,-79.500163,M8Y,Etobicoke,"Home Delivery",8
43.630497,-79.499785,M8Y,Etobicoke,"In-Store Pickup",11
43.630497,-79.499785,M8Y,Etobicoke,"Home Delivery",7
43.630589,-79.496275,M8Y,Etobicoke,"In-Store Pickup",9
43.630589,-79.496275,M8Y,Etobicoke,"Home Delivery",13
43.630613,-79.497141,M8Y,Etobicoke,"In-Store Pickup",12
43.630613,-79.497141,M8Y,Etobicoke,"Home Delivery",8
43.630614,-79.493632,M8Y,Etobicoke,"In-Store Pickup",10
43.630614,-79.493632,M8Y,Etobicoke,"Home Delivery",9
43.630727,-79.493763,M8Y,Etobicoke,"In-Store Pickup",10
43.630727,-79.493763,M8Y,Etobicoke,"Home Delivery",14
43.630856,-79.498479,M8Y,Etobicoke,"In-Store Pickup",8
43.630856,-79.498479,M8Y,Etobicoke,"Home Delivery",13
43.631055,-79.493788,M8Y,Etobicoke,"In-Store Pickup",13
43.631055,-79.493788,M8Y,Etobicoke,"Home Delivery",9
43.631362,-79.495506,M8Y,Etobicoke,"In-Store Pickup",5
43.631362,-79.495506,M8Y,Etobicoke,"Home Delivery",12
43.631363,-79.500608,M8Y,Etobicoke,"In-Store Pickup",8
43.631363,-79.500608,M8Y,Etobicoke,"Home Delivery",13
43.631371,-79.496454,M8Y,Etobicoke,"In-Store Pickup",11
43.631371,-79.496454,M8Y,Etobicoke,"Home Delivery",12
43.631491,-79.496445,M8Y,Etobicoke,"In-Store Pickup",13
43.631491,-79.496445,M8Y,Etobicoke,"Home Delivery",18
43.631666,-79.502594,M8Y,Etobicoke,"In-Store Pickup",13
43.631666,-79.502594,M8Y,Etobicoke,"Home Delivery",10
43.631683,-79.495935,M8Y,Etobicoke,"In-Store Pickup",6
43.631683,-79.495935,M8Y,Etobicoke,"Home Delivery",9
43.631731,-79.495784,M8Y,Etobicoke,"In-Store Pickup",10
43.631731,-79.495784,M8Y,Etobicoke,"Home Delivery",11
43.631746,-79.501522,M8Y,Etobicoke,"In-Store Pickup",17
43.631746,-79.501522,M8Y,Etobicoke,"Home Delivery",7
43.631786,-79.500385,M8Y,Etobicoke,"In-Store Pickup",10
43.631786,-79.500385,M8Y,Etobicoke,"Home Delivery",12
43.631828,-79.497279,M8Y,Etobicoke,"In-Store Pickup",15
43.631828,-79.497279,M8Y,Etobicoke,"Home Delivery",9
43.631832,-79.500143,M8Y,Etobicoke,"In-Store Pickup",17
43.631832,-79.500143,M8Y,Etobicoke,"Home Delivery",7
43.631838,-79.493219,M8Y,Etobicoke,"In-Store Pickup",12
43.631838,-79.493219,M8Y,Etobicoke,"Home Delivery",15
43.631908,-79.499596,M8Y,Etobicoke,"In-Store Pickup",11
43.631908,-79.499596,M8Y,Etobicoke,"Home Delivery",13
43.631925,-79.500568,M8Y,Etobicoke,"In-Store Pickup",3
43.631925,-79.500568,M8Y,Etobicoke,"Home Delivery",7
43.631986,-79.493547,M8Y,Etobicoke,"In-Store Pickup",12
43.631986,-79.493547,M8Y,Etobicoke,"Home Delivery",6
43.632106,-79.500099,M8Y,Etobicoke,"In-Store Pickup",9
43.632106,-79.500099,M8Y,Etobicoke,"Home Delivery",14
43.632149,-79.500425,M8Y,Etobicoke,"In-Store Pickup",17
43.632149,-79.500425,M8Y,Etobicoke,"Home Delivery",15
43.632213,-79.494689,M8Y,Etobicoke,"In-Store Pickup",17
43.632213,-79.494689,M8Y,Etobicoke,"Home Delivery",11
43.632230,-79.493438,M8Y,Etobicoke,"In-Store Pickup",12
43.632230,-79.493438,M8Y,Etobicoke,"Home Delivery",11
43.632601,-79.493729,M8Y,Etobicoke,"In-Store Pickup",9
43.632601,-79.493729,M8Y,Etobicoke,"Home Delivery",9
43.632641,-79.498416,M8Y,Etobicoke,"In-Store Pickup",12
43.632641,-79.498416,M8Y,Etobicoke,"Home Delivery",9
43.633203,-79.494069,M8Y,Etobicoke,"In-Store Pickup",12
43.633203,-79.494069,M8Y,Etobicoke,"Home Delivery",8
43.633352,-79.493871,M8Y,Etobicoke,"In-Store Pickup",15
43.633352,-79.493871,M8Y,Etobicoke,"Home Delivery",11
43.633583,-79.501822,M8Y,Etobicoke,"In-Store Pickup",10
43.633583,-79.501822,M8Y,Etobicoke,"Home Delivery",13
43.633588,-79.502383,M8Y,Etobicoke,"In-Store Pickup",11
43.633588,-79.502383,M8Y,Etobicoke,"Home Delivery",15
43.633652,-79.497389,M8Y,Etobicoke,"In-Store Pickup",9
43.633652,-79.497389,M8Y,Etobicoke,"Home Delivery",9
43.633655,-79.500646,M8Y,Etobicoke,"In-Store Pickup",12
43.633655,-79.500646,M8Y,Etobicoke,"Home Delivery",10
43.633810,-79.495649,M8Y,Etobicoke,"In-Store Pickup",7
43.633810,-79.495649,M8Y,Etobicoke,"Home Delivery",14
43.633923,-79.498471,M8Y,Etobicoke,"In-Store Pickup",7
43.633923,-79.498471,M8Y,Etobicoke,"Home Delivery",13
43.633955,-79.497886,M8Y,Etobicoke,"In-Store Pickup",14
43.633955,-79.497886,M8Y,Etobicoke,"Home Delivery",16
43.634383,-79.494738,M8Y,Etobicoke,"In-Store Pickup",14
43.634383,-79.494738,M8Y,Etobicoke,"Home Delivery",13
43.634466,-79.500691,M8Y,Etobicoke,"In-Store Pickup",15
43.634466,-79.500691,M8Y,Etobicoke,"Home Delivery",14
43.634492,-79.496159,M8Y,Etobicoke,"In-Store Pickup",4
43.634492,-79.496159,M8Y,Etobicoke,"Home Delivery",9
43.634577,-79.495776,M8Y,Etobicoke,"In-Store Pickup",8
43.634577,-79.495776,M8Y,Etobicoke,"Home Delivery",10
43.634824,-79.501213,M8Y,Etobicoke,"In-Store Pickup",12
43.634824,-79.501213,M8Y,Etobicoke,"Home Delivery",16
43.634940,-79.501706,M8Y,Etobicoke,"In-Store Pickup",10
43.634940,-79.501706,M8Y,Etobicoke,"Home Delivery",12
43.635078,-79.501927,M8Y,Etobicoke,"In-Store Pickup",10
43.635078,-79.501927,M8Y,Etobicoke,"Home Delivery",12
43.635179,-79.502336,M8Y,Etobicoke,"In-Store Pickup",13
43.635179,-79.502336,M8Y,Etobicoke,"Home Delivery",7
43.635246,-79.494879,M8Y,Etobicoke,"In-Store Pickup",10
43.635246,-79.494879,M8Y,Etobicoke,"Home Delivery",15
43.635405,-79.497399,M8Y,Etobicoke,"In-Store Pickup",7
43.635405,-79.497399,M8Y,Etobicoke,"Home Delivery",14
43.635448,-79.497542,M8Y,Etobicoke,"In-Store Pickup",12
43.635448,-79.497542,M8Y,Etobicoke,"Home Delivery",7
43.635456,-79.501203,M8Y,Etobicoke,"In-Store Pickup",10
43.635456,-79.501203,M8Y,Etobicoke,"Home Delivery",12
43.635562,-79.497563,M8Y,Etobicoke,"In-Store Pickup",6
43.635562,-79.497563,M8Y,Etobicoke,"Home Delivery",12
43.635594,-79.499574,M8Y,Etobicoke,"In-Store Pickup",12
43.635594,-79.499574,M8Y,Etobicoke,"Home Delivery",13
43.635631,-79.498710,M8Y,Etobicoke,"In-Store Pickup",17
43.635631,-79.498710,M8Y,Etobicoke,"Home Delivery",15
43.635686,-79.498962,M8Y,Etobicoke,"In-Store Pickup",16
43.635686,-79.498962,M8Y,Etobicoke,"Home Delivery",9
43.635743,-79.500263,M8Y,Etobicoke,"In-Store Pickup",11
43.635743,-79.500263,M8Y,Etobicoke,"Home Delivery",4
43.635781,-79.494580,M8Y,Etobicoke,"In-Store Pickup",9
43.635781,-79.494580,M8Y,Etobicoke,"Home Delivery",9
43.635849,-79.498225,M8Y,Etobicoke,"In-Store Pickup",15
43.635849,-79.498225,M8Y,Etobicoke,"Home Delivery",9
43.635982,-79.497970,M8Y,Etobicoke,"In-Store Pickup",15
43.635982,-79.497970,M8Y,Etobicoke,"Home Delivery",7
43.639964,-79.390912,M5V,Toronto,"In-Store Pickup",11
43.639964,-79.390912,M5V,Toronto,"Home Delivery",13
43.640143,-79.399149,M5V,Toronto,"In-Store Pickup",12
43.640143,-79.399149,M5V,Toronto,"Home Delivery",15
43.640248,-79.399718,M5V,Toronto,"In-Store Pickup",12
43.640248,-79.399718,M5V,Toronto,"Home Delivery",12
43.640497,-79.393883,M5V,Toronto,"In-Store Pickup",8
43.640497,-79.393883,M5V,Toronto,"Home Delivery",7
43.640618,-79.394393,M5V,Toronto,"In-Store Pickup",7
43.640618,-79.394393,M5V,Toronto,"Home Delivery",8
43.640669,-79.392741,M5V,Toronto,"In-Store Pickup",12
43.640669,-79.392741,M5V,Toronto,"Home Delivery",9
43.640746,-79.398410,M5V,Toronto,"In-Store Pickup",11
43.640746,-79.398410,M5V,Toronto,"Home Delivery",12
43.640811,-79.396281,M5V,Toronto,"In-Store Pickup",18
43.640811,-79.396281,M5V,Toronto,"Home Delivery",16
43.640896,-79.395013,M5V,Toronto,"In-Store Pickup",8
43.640896,-79.395013,M5V,Toronto,"Home Delivery",7
43.641016,-79.390560,M5V,Toronto,"In-Store Pickup",10
43.641016,-79.390560,M5V,Toronto,"Home Delivery",7
43.641469,-79.400120,M5V,Toronto,"In-Store Pickup",10
43.641469,-79.400120,M5V,Toronto,"Home Delivery",9
43.641553,-79.395867,M5V,Toronto,"In-Store Pickup",11
43.641553,-79.395867,M5V,Toronto,"Home Delivery",9
43.641716,-79.395473,M5V,Toronto,"In-Store Pickup",11
43.641716,-79.395473,M5V,Toronto,"Home Delivery",12
43.641742,-79.392662,M5V,Toronto,"In-Store Pickup",9
43.641742,-79.392662,M5V,Toronto,"Home Delivery",9
43.641959,-79.391500,M5V,Toronto,"In-Store Pickup",8
43.641959,-79.391500,M5V,Toronto,"Home Delivery",12
43.642011,-79.390455,M5V,Toronto,"In-Store Pickup",11
43.642011,-79.390455,M5V,Toronto,"Home Delivery",10
43.642015,-79.398821,M5V,Toronto,"In-Store Pickup",11
43.642015,-79.398821,M5V,Toronto,"Home Delivery",7
43.642133,-79.395930,M5V,Toronto,"In-Store Pickup",13
43.642133,-79.395930,M5V,Toronto,"Home Delivery",7
43.642160,-79.393539,M5V,Toronto,"In-Store Pickup",3
43.642160,-79.393539,M5V,Toronto,"Home Delivery",14
43.642210,-79.398618,M5V,Toronto,"In-Store Pickup",16
43.642210,-79.398618,M5V,Toronto,"Home Delivery",9
43.642321,-79.397492,M5V,Toronto,"In-Store Pickup",16
43.642321,-79.397492,M5V,Toronto,"Home Delivery",12
43.642414,-79.392405,M5V,Toronto,"In-Store Pickup",9
43.642414,-79.392405,M5V,Toronto,"Home Delivery",16
43.642587,-79.391968,M5V,Toronto,"In-Store Pickup",9
43.642587,-79.391968,M5V,Toronto,"Home Delivery",15
43.642638,-79.399390,M5V,Toronto,"In-Store Pickup",11
43.642638,-79.399390,M5V,Toronto,"Home Delivery",11
43.642662,-79.392545,M5V,Toronto,"In-Store Pickup",8
43.642662,-79.392545,M5V,Toronto,"Home Delivery",12
43.642691,-79.393403,M5V,Toronto,"In-Store Pickup",14
43.642691,-79.393403,M5V,Toronto,"Home Delivery",9
43.642738,-79.398640,M5V,Toronto,"In-Store Pickup",10
43.642738,-79.398640,M5V,Toronto,"Home Delivery",12
43.642765,-79.398208,M5V,Toronto,"In-Store Pickup",8
43.642765,-79.398208,M5V,Toronto,"Home Delivery",13
43.642830,-79.397177,M5V,Toronto,"In-Store Pickup",13
43.642830,-79.397177,M5V,Toronto,"Home Delivery",14
43.642936,-79.391329,M5V,Toronto,"In-Store Pickup",10
43.642936,-79.391329,M5V,Toronto,"Home Delivery",14
43.643021,-79.397011,M5V,Toronto,"In-Store Pickup",12
43.643021,-79.397011,M5V,Toronto,"Home Delivery",7
43.643212,-79.391558,M5V,Toronto,"In-Store Pickup",15
43.643212,-79.391558,M5V,Toronto,"Home Delivery",12
43.643265,-79.393736,M5V,Toronto,"In-Store Pickup",14
43.643265,-79.393736,M5V,Toronto,"Home Delivery",13
43.643520,-79.393529,M5V,Toronto,"In-Store Pickup",9
43.643520,-79.393529,M5V,Toronto,"Home Delivery",9
43.643644,-79.397501,M5V,Toronto,"In-Store Pickup",11
43.643644,-79.397501,M5V,Toronto,"Home Delivery",14
43.643650,-79.394754,M5V,Toronto,"In-Store Pickup",10
43.643650,-79.394754,M5V,Toronto,"Home Delivery",12
43.643670,-79.398405,M5V,Toronto,"In-Store Pickup",5
43.643670,-79.398405,M5V,Toronto,"Home Delivery",16
43.643956,-79.391898,M5V,Toronto,"In-Store Pickup",13
43.643956,-79.391898,M5V,Toronto,"Home Delivery",11
43.643994,-79.395791,M5V,Toronto,"In-Store Pickup",9
43.643994,-79.395791,M5V,Toronto,"Home Delivery",12
43.644108,-79.395056,M5V,Toronto,"In-Store Pickup",12
43.644108,-79.395056,M5V,Toronto,"Home Delivery",12
43.644218,-79.390232,M5V,Toronto,"In-Store Pickup",10
43.644218,-79.390232,M5V,Toronto,"Home Delivery",10
43.644310,-79.392035,M5V,Toronto,"In-Store Pickup",8
43.644310,-79.392035,M5V,Toronto,"Home Delivery",11
43.644342,-79.399593,M5V,Toronto,"In-Store Pickup",9
43.644342,-79.399593,M5V,Toronto,"Home Delivery",18
43.644361,-79.396257,M5V,Toronto,"In-Store Pickup",10
43.644361,-79.396257,M5V,Toronto,"Home Delivery",11
43.644389,-79.395303,M5V,Toronto,"In-Store Pickup",7
43.644389,-79.395303,M5V,Toronto,"Home Delivery",9
43.644557,-79.391097,M5V,Toronto,"In-Store Pickup",13
43.644557,-79.391097,M5V,Toronto,"Home Delivery",16
43.644593,-79.393015,M5V,Toronto,"In-Store Pickup",10
43.644593,-79.393015,M5V,Toronto,"Home Delivery",14
43.644773,-79.395192,M5V,Toronto,"In-Store Pickup",10
43.644773,-79.395192,M5V,Toronto,"Home Delivery",12
43.644805,-79.398981,M5V,Toronto,"In-Store Pickup",11
43.644805,-79.398981,M5V,Toronto,"Home Delivery",9
43.644902,-79.391973,M5V,Toronto,"In-Store Pickup",8
43.644902,-79.391973,M5V,Toronto,"Home Delivery",14
43.644965,-79.391889,M5V,Toronto,"In-Store Pickup",10
43.644965,-79.391889,M5V,Toronto,"Home Delivery",11
43.645137,-79.395420,M5V,Toronto,"In-Store Pickup",13
43.645137,-79.395420,M5V,Toronto,"Home Delivery",13
43.645155,-79.398828,M5V,Toronto,"In-Store Pickup",10
43.645155,-79.398828,M5V,Toronto,"Home Delivery",7
43.645242,-79.392317,M5V,Toronto,"In-Store Pickup",9
43.645242,-79.392317,M5V,Toronto,"Home Delivery",8
43.645467,-79.394254,M5V,Toronto,"In-Store Pickup",10
43.645467,-79.394254,M5V,Toronto,"Home Delivery",8
43.645516,-79.390212,M5V,Toronto,"In-Store Pickup",17
43.645516,-79.390212,M5V,Toronto,"Home Delivery",10
43.645619,-79.397080,M5V,Toronto,"In-Store Pickup",13
43.645619,-79.397080,M5V,Toronto,"Home Delivery",11
43.645625,-79.396968,M5V,Toronto,"In-Store Pickup",13
43.645625,-79.396968,M5V,Toronto,"Home Delivery",8
43.645796,-79.392893,M5V,Toronto,"In-Store Pickup",10
43.645796,-79.392893,M5V,Toronto,"Home Delivery",5
43.645805,-79.398174,M5V,Toronto,"In-Store Pickup",12
43.645805,-79.398174,M5V,Toronto,"Home Delivery",11
43.646016,-79.393186,M5V,Toronto,"In-Store Pickup",8
43.646016,-79.393186,M5V,Toronto,"Home Delivery",13
43.646096,-79.390703,M5V,Toronto,"In-Store Pickup",13
43.646096,-79.390703,M5V,Toronto,"Home Delivery",9
43.646152,-79.393410,M5V,Toronto,"In-Store Pickup",12
43.646152,-79.393410,M5V,Toronto,"Home Delivery",9
43.646434,-79.396784,M5V,Toronto,"In-Store Pickup",10
43.646434,-79.396784,M5V,Toronto,"Home Delivery",9
43.646513,-79.399110,M5V,Toronto,"In-Store Pickup",11
43.646513,-79.399110,M5V,Toronto,"Home Delivery",10
43.646674,-79.399032,M5V,Toronto,"In-Store Pickup",6
43.646674,-79.399032,M5V,Toronto,"Home Delivery",9
43.647274,-79.395288,M5V,Toronto,"In-Store Pickup",8
43.647274,-79.395288,M5V,Toronto,"Home Delivery",15
43.647447,-79.400162,M5V,Toronto,"In-Store Pickup",11
43.647447,-79.400162,M5V,Toronto,"Home Delivery",10
43.647473,-79.390556,M5V,Toronto,"In-Store Pickup",11
43.647473,-79.390556,M5V,Toronto,"Home Delivery",8
43.647499,-79.396260,M5V,Toronto,"In-Store Pickup",9
43.647499,-79.396260,M5V,Toronto,"Home Delivery",4
43.647723,-79.394152,M5V,Toronto,"In-Store Pickup",16
43.647723,-79.394152,M5V,Toronto,"Home Delivery",12
43.648322,-79.397411,M5V,Toronto,"In-Store Pickup",21
43.648322,-79.397411,M5V,Toronto,"Home Delivery",7
43.648364,-79.393709,M5V,Toronto,"In-Store Pickup",9
43.648364,-79.393709,M5V,Toronto,"Home Delivery",14
43.648377,-79.398506,M5V,Toronto,"In-Store Pickup",19
43.648377,-79.398506,M5V,Toronto,"Home Delivery",2
43.648574,-79.391355,M5V,Toronto,"In-Store Pickup",11
43.648574,-79.391355,M5V,Toronto,"Home Delivery",9
43.648678,-79.395587,M5V,Toronto,"In-Store Pickup",11
43.648678,-79.395587,M5V,Toronto,"Home Delivery",18
43.648804,-79.391681,M5V,Toronto,"In-Store Pickup",14
43.648804,-79.391681,M5V,Toronto,"Home Delivery",14
43.648852,-79.395115,M5V,Toronto,"In-Store Pickup",15
43.648852,-79.395115,M5V,Toronto,"Home Delivery",11
43.648883,-79.394607,M5V,Toronto,"In-Store Pickup",9
43.648883,-79.394607,M5V,Toronto,"Home Delivery",12
43.649099,-79.394277,M5V,Toronto,"In-Store Pickup",7
43.649099,-79.394277,M5V,Toronto,"Home Delivery",15
43.649153,-79.394179,M5V,Toronto,"In-Store Pickup",11
43.649153,-79.394179,M5V,Toronto,"Home Delivery",8
43.649187,-79.393706,M5V,Toronto,"In-Store Pickup",11
43.649187,-79.393706,M5V,Toronto,"Home Delivery",10
43.649259,-79.399660,M5V,Toronto,"In-Store Pickup",16
43.649259,-79.399660,M5V,Toronto,"Home Delivery",6
43.649338,-79.395720,M5V,Toronto,"In-Store Pickup",11
43.649338,-79.395720,M5V,Toronto,"Home Delivery",10
43.649351,-79.394735,M5V,Toronto,"In-Store Pickup",7
43.649351,-79.394735,M5V,Toronto,"Home Delivery",9
43.649459,-79.395563,M5V,Toronto,"In-Store Pickup",12
43.649459,-79.395563,M5V,Toronto,"Home Delivery",7
43.649633,-79.390546,M5V,Toronto,"In-Store Pickup",9
43.649633,-79.390546,M5V,Toronto,"Home Delivery",11
43.649635,-79.392054,M5V,Toronto,"In-Store Pickup",6
43.649635,-79.392054,M5V,Toronto,"Home Delivery",6
43.649654,-79.393575,M5V,Toronto,"In-Store Pickup",10
43.649654,-79.393575,M5V,Toronto,"Home Delivery",10
43.649666,-79.390693,M5V,Toronto,"In-Store Pickup",7
43.649666,-79.390693,M5V,Toronto,"Home Delivery",17
43.649676,-79.396326,M5V,Toronto,"In-Store Pickup",15
43.649676,-79.396326,M5V,Toronto,"Home Delivery",13
43.655027,-79.438990,M6H,Toronto,"In-Store Pickup",8
43.655027,-79.438990,M6H,Toronto,"Home Delivery",10
43.655503,-79.432809,M6H,Toronto,"In-Store Pickup",11
43.655503,-79.432809,M6H,Toronto,"Home Delivery",9
43.655803,-79.439876,M6H,Toronto,"In-Store Pickup",15
43.655803,-79.439876,M6H,Toronto,"Home Delivery",8
43.656008,-79.436019,M6H,Toronto,"In-Store Pickup",7
43.656008,-79.436019,M6H,Toronto,"Home Delivery",9
43.656274,-79.432155,M6H,Toronto,"In-Store Pickup",15
43.656274,-79.432155,M6H,Toronto,"Home Delivery",11
43.656352,-79.439174,M6H,Toronto,"In-Store Pickup",11
43.656352,-79.439174,M6H,Toronto,"Home Delivery",14
43.656367,-79.431865,M6H,Toronto,"In-Store Pickup",14
43.656367,-79.431865,M6H,Toronto,"Home Delivery",15
43.656416,-79.436470,M6H,Toronto,"In-Store Pickup",16
43.656416,-79.436470,M6H,Toronto,"Home Delivery",10
43.656435,-79.435608,M6H,Toronto,"In-Store Pickup",9
43.656435,-79.435608,M6H,Toronto,"Home Delivery",12
43.656471,-79.437556,M6H,Toronto,"In-Store Pickup",10
43.656471,-79.437556,M6H,Toronto,"Home Delivery",8
43.656474,-79.430604,M6H,Toronto,"In-Store Pickup",20
43.656474,-79.430604,M6H,Toronto,"Home Delivery",12
43.656532,-79.430782,M6H,Toronto,"In-Store Pickup",6
43.656532,-79.430782,M6H,Toronto,"Home Delivery",21
43.656734,-79.431417,M6H,Toronto,"In-Store Pickup",7
43.656734,-79.431417,M6H,Toronto,"Home Delivery",10
43.656830,-79.437060,M6H,Toronto,"In-Store Pickup",15
43.656830,-79.437060,M6H,Toronto,"Home Delivery",8
43.656850,-79.437673,M6H,Toronto,"In-Store Pickup",10
43.656850,-79.437673,M6H,Toronto,"Home Delivery",6
43.656902,-79.433205,M6H,Toronto,"In-Store Pickup",9
43.656902,-79.433205,M6H,Toronto,"Home Delivery",9
43.656902,-79.432356,M6H,Toronto,"In-Store Pickup",6
43.656902,-79.432356,M6H,Toronto,"Home Delivery",9
43.657056,-79.437061,M6H,Toronto,"In-Store Pickup",12
43.657056,-79.437061,M6H,Toronto,"Home Delivery",13
43.657695,-79.434602,M6H,Toronto,"In-Store Pickup",17
43.657695,-79.434602,M6H,Toronto,"Home Delivery",12
43.657702,-79.439148,M6H,Toronto,"In-Store Pickup",11
43.657702,-79.439148,M6H,Toronto,"Home Delivery",14
43.657814,-79.434158,M6H,Toronto,"In-Store Pickup",11
43.657814,-79.434158,M6H,Toronto,"Home Delivery",4
43.657814,-79.432115,M6H,Toronto,"In-Store Pickup",17
43.657814,-79.432115,M6H,Toronto,"Home Delivery",9
43.658028,-79.436069,M6H,Toronto,"In-Store Pickup",12
43.658028,-79.436069,M6H,Toronto,"Home Delivery",6
43.658427,-79.436679,M6H,Toronto,"In-Store Pickup",7
43.658427,-79.436679,M6H,Toronto,"Home Delivery",12
43.658481,-79.435365,M6H,Toronto,"In-Store Pickup",11
43.658481,-79.435365,M6H,Toronto,"Home Delivery",10
43.658575,-79.437285,M6H,Toronto,"In-Store Pickup",13
43.658575,-79.437285,M6H,Toronto,"Home Delivery",13
43.658592,-79.438557,M6H,Toronto,"In-Store Pickup",14
43.658592,-79.438557,M6H,Toronto,"Home Delivery",6
43.658635,-79.439858,M6H,Toronto,"In-Store Pickup",12
43.658635,-79.439858,M6H,Toronto,"Home Delivery",9
43.658715,-79.436588,M6H,Toronto,"In-Store Pickup",15
43.658715,-79.436588,M6H,Toronto,"Home Delivery",11
43.658755,-79.431619,M6H,Toronto,"In-Store Pickup",10
43.658755,-79.431619,M6H,Toronto,"Home Delivery",10
43.658816,-79.433203,M6H,Toronto,"In-Store Pickup",14
43.658816,-79.433203,M6H,Toronto,"Home Delivery",15
43.658836,-79.437684,M6H,Toronto,"In-Store Pickup",10
43.658836,-79.437684,M6H,Toronto,"Home Delivery",9
43.658857,-79.431023,M6H,Toronto,"In-Store Pickup",6
43.658857,-79.431023,M6H,Toronto,"Home Delivery",11
43.658914,-79.438201,M6H,Toronto,"In-Store Pickup",11
43.658914,-79.438201,M6H,Toronto,"Home Delivery",9
43.659018,-79.436963,M6H,Toronto,"In-Store Pickup",11
43.659018,-79.436963,M6H,Toronto,"Home Delivery",15
43.659797,-79.432089,M6H,Toronto,"In-Store Pickup",11
43.659797,-79.432089,M6H,Toronto,"Home Delivery",16
43.659804,-79.430984,M6H,Toronto,"In-Store Pickup",13
43.659804,-79.430984,M6H,Toronto,"Home Delivery",10
43.659831,-79.435875,M6H,Toronto,"In-Store Pickup",9
43.659831,-79.435875,M6H,Toronto,"Home Delivery",11
43.659855,-79.434245,M6H,Toronto,"In-Store Pickup",12
43.659855,-79.434245,M6H,Toronto,"Home Delivery",6
43.659926,-79.439443,M6H,Toronto,"In-Store Pickup",10
43.659926,-79.439443,M6H,Toronto,"Home Delivery",4
43.660009,-79.437431,M6H,Toronto,"In-Store Pickup",8
43.660009,-79.437431,M6H,Toronto,"Home Delivery",6
43.660081,-79.438142,M6H,Toronto,"In-Store Pickup",11
43.660081,-79.438142,M6H,Toronto,"Home Delivery",7
43.660155,-79.432225,M6H,Toronto,"In-Store Pickup",8
43.660155,-79.432225,M6H,Toronto,"Home Delivery",11
43.660289,-79.431704,M6H,Toronto,"In-Store Pickup",14
43.660289,-79.431704,M6H,Toronto,"Home Delivery",14
